,S7_4,dia5_3,S6_5,M40t45_2,C30_2,SMM_1,S0_3,GM.60_1,MG.120_3,MG.5_3,dia5_2,GM.0.1_3,GM.0.2_3,G135_1,Heat_1,GM.0.2_2,GM.60_1,M40t45_3,T2.0H_1,Mt0_1_dupl01,S2_1,T.3.40H_1,T3.30H_1,GM.60_3,Heat_1,MG.45_2,MG.10_2,G135_3,T0.30H_1,MG.0.2_3,S3_3,T.0.40H_1,MG.10_3,GM.25_2,Mt0_1_dupl02,GM.15_2,GM.45_2,S0_3,MG.10_1,G150_3,S0_2,S0_1,GM.15_2,S4_1,T.2.40H_1,dia0_3,T.4.40H_1,T.2.40H_1,GM.25_1,GM.90_1,T.3.40H_1,T2.0H_1,Mt0_3_dupl02.1,GM.120_3,GM.25_3,MG.10_3,T4.0H_1,GM.15_3,MG.0.1_2,M0t45_3,MG.60_2,T2.0H_1,T1.0H_1,GM.10_3,S6_6,T.2.40H_1,GM.90_2,Cold_2,GM.15_1,T.0.40H_1,T0.0H_1,S0_1,SMM_1,GM.25_3,GM.15_1,M40t45_2,M40t45_2,MG.t5_2,GM.0.2_2,S0_1,MG.t5_2,GM.5_3,GM.0.1_1,T.5.40H_1,GM.60_1,MG.25_2,dia5_3,GM.45_2,Cold_2,GM.60_2,GM.0.1_1,C30_2,S3_2,S2_1,SMM_1,MG.45_3,M40t45_3,T2.0H_1,S0_1,S1_2,T.1.40H_1,MG.60_3,GM.45_3,Cold_1,S1_3,S2_3,M40t45_3,S7_5,Cold_2,GM.90_3,T.3.40H_1,Cold_2,MG.60_2,M40t45_3,S2_1,Mt0_1_dupl02.1,GM.0.1_1,GM.45_1,Heat_3,Mt0_1_dupl02.1,MG.15_2,GM.15_1,MG.45_2,T3.30H_1,G150_2,T0.30H_1,M0t45_3,dia0_3,G150_1,MG.25_3,T2.0H_1,G135_3,BMM_2,T2.30H_1,MG.120_1,S2_2
BSU33230,8.1736,9.829,7.6811,8.0259,8.9757,7.9294,7.6424,7.6639,7.6879,7.8644,10.0089,7.7885,7.3605,7.8521,8.5453,8.0219,7.6639,8.2183,9.7662,8.169,8.0656,9.077,10.4759,7.7137,8.5453,7.5466,7.4187,7.5908,9.7047,7.87,7.0699,9.1162,7.6957,7.5306,8.169,7.7214,6.9149,7.6424,7.6819,7.8201,7.5559,7.3718,7.7214,7.9068,8.7863,7.7519,9.3327,8.7863,7.6352,7.8867,9.077,9.7662,7.8242,8.5495,7.4997,7.6957,10.4521,7.476,7.0129,8.0292,7.7485,9.7662,9.5939,7.183,7.3494,8.7863,8.1029,7.9025,7.681,9.1162,9.0795,7.3718,7.9294,7.4997,7.681,8.0259,8.0259,7.3924,8.0219,7.3718,7.3924,7.6471,7.6553,9.7137,7.6639,7.5006,9.829,6.9149,7.9025,7.3419,7.6553,8.9757,7.4931,8.0656,7.9294,7.9576,8.2183,9.7662,7.3718,8.1761,8.7652,7.8881,7.9928,8.0934,8.2146,7.6441,8.2183,8.2059,7.9025,8.0329,9.077,7.9025,7.7485,8.2183,8.0656,8.169,7.6553,7.9591,8.3902,8.169,8.2549,7.681,7.5466,10.4759,7.9228,9.7047,8.0292,7.7519,7.9048,7.7446,9.7662,7.5908,7.5368,10.3289,7.7884,7.5648
BSU05850,10.0746,11.0168,10.1316,10.4703,9.3649,9.3011,9.7431,9.5025,9.486,9.4101,11.4413,9.7365,9.682,10.3176,10.4419,9.8041,9.5025,10.3227,10.1605,11.8525,9.5064,9.6433,9.9389,9.0238,10.4419,8.7664,9.3544,8.7453,11.5377,9.6184,10.1885,10.3075,9.0638,9.5075,11.8525,9.4293,8.6491,9.7431,9.7732,12.1785,9.7287,9.7551,9.4293,10.6777,9.4537,10.9398,9.5925,9.4537,9.7512,9.4458,9.6433,10.1605,12.3552,9.4915,9.271,9.0638,9.8117,9.3517,8.8169,10.1729,9.3085,10.1605,10.979,8.7226,10.207,9.4537,9.64,8.7238,9.4105,10.3075,9.942,9.7551,9.3011,9.271,9.4105,10.4703,10.4703,9.148,9.8041,9.7551,9.148,9.7218,9.302,9.9675,9.5025,8.9793,11.0168,8.6491,8.7238,8.8471,9.302,9.3649,10.386,9.5064,9.3011,9.8775,10.3227,10.1605,9.7551,10.3517,9.9054,9.4159,9.1953,9.0016,10.5368,9.4918,10.3227,9.8245,8.7238,9.328,9.6433,8.7238,9.3085,10.3227,9.5064,11.8525,9.302,9.5485,10.2233,11.8525,9.9136,9.4105,8.7664,9.9389,11.3045,11.5377,10.1729,10.9398,11.6919,9.5342,10.1605,8.7453,9.3951,10.5286,9.0831,9.6443
BSU14480,10.8811,14.3841,11.0363,13.2779,11.4333,12.5608,12.8102,11.757,11.46,11.5984,14.5334,11.3798,11.0053,12.4948,13.1007,11.7874,11.757,13.7612,11.8753,14.8617,11.0799,13.0423,12.8044,10.5949,13.1007,11.2472,11.497,10.8696,12.4924,12.0905,9.4723,12.8845,11.1099,11.5718,14.8617,11.4726,10.6351,12.8102,11.8048,12.8685,12.9473,12.747,11.4726,10.5715,12.5025,14.6475,12.76,12.5025,11.4993,11.8598,13.0423,11.8753,14.4008,11.3498,10.7935,11.1099,12.7583,11.1616,10.5356,13.8351,11.7008,11.8753,11.9992,9.963,10.7262,12.5025,11.5001,12.9932,11.47,12.8845,12.5789,12.747,12.5608,10.7935,11.47,13.2779,13.2779,11.2344,11.7874,12.747,11.2344,11.0706,11.2171,12.3569,11.757,11.6967,14.3841,10.6351,12.9932,10.8092,11.2171,11.4333,10.6009,11.0799,12.5608,12.2093,13.7612,11.8753,12.747,12.6438,12.6681,11.5577,10.4022,12.921,12.688,10.7004,13.7612,10.8422,12.9932,11.2373,13.0423,12.9932,11.7008,13.7612,11.0799,14.8617,11.2171,11.9186,12.7375,14.8617,12.3414,11.47,11.2472,12.8044,13.6143,12.4924,13.8351,14.6475,12.821,12.1723,11.8753,10.8696,11.6709,12.6986,10.7387,10.938
BSU27000,10.1098,10.9536,9.9806,9.1917,8.8937,8.6788,8.9986,8.7803,8.4921,8.6926,10.799,8.6279,8.3863,8.6714,9.3737,9.1125,8.7803,9.1981,8.7089,9.2957,8.4264,8.7105,8.8628,8.6671,9.3737,8.2585,8.5508,7.9104,8.781,9.0487,8.7743,8.5697,8.7995,8.725,9.2957,8.7363,8.0181,8.9986,8.7687,8.869,8.7993,8.6161,8.7363,9.1825,8.588,9.2773,8.7915,8.588,8.6779,8.7503,8.7105,8.7089,9.2716,8.9859,8.7003,8.7995,8.75,8.5742,8.109,9.2241,8.6113,8.7089,8.412,7.8695,9.8508,8.588,8.8988,8.3636,8.6354,8.5697,8.3456,8.6161,8.6788,8.7003,8.6354,9.1917,9.1917,8.5093,9.1125,8.6161,8.5093,8.6595,8.4506,9.001,8.7803,8.567,10.9536,8.0181,8.3636,8.7292,8.4506,8.8937,8.4215,8.4264,8.6788,9.0887,9.1981,8.7089,8.6161,8.889,8.521,8.7934,8.7019,8.7613,8.8447,8.386,9.1981,10.3351,8.3636,8.7069,8.7105,8.3636,8.6113,9.1981,8.4264,9.2957,8.4506,8.906,9.3444,9.2957,9.3499,8.6354,8.2585,8.8628,9.032,8.781,9.2241,9.2773,8.623,9.022,8.7089,7.9104,8.544,8.8764,8.2625,8.1792
BSU00830,13.1243,16.453,13.0909,14.907,12.0296,12.9278,13.3234,13.0166,13.1827,12.938,16.4372,13.0131,12.846,14.154,16.392,13.393,13.0166,14.0505,12.1433,14.8619,14.1705,13.4906,13.648,12.3152,16.392,11.958,13.0142,12.3746,14.4485,13.0904,13.6582,14.1567,12.3534,12.8909,14.8619,12.2953,11.9946,13.3234,13.2837,14.3669,13.3919,13.4085,12.2953,14.2645,13.2094,13.4627,13.3001,13.2094,12.9458,13.0965,13.4906,12.1433,14.0759,12.5376,12.3262,12.3534,13.7603,12.4432,12.0628,14.0225,12.8205,12.1433,13.0894,11.5806,13.3819,13.2094,12.6686,14.2484,12.3403,14.1567,13.9986,13.4085,12.9278,12.3262,12.3403,14.907,14.907,12.4578,13.393,13.4085,12.4578,13.083,12.3197,13.6081,13.0166,12.6661,16.453,11.9946,14.2484,12.2486,12.3197,12.0296,14.39,14.1705,12.9278,13.3346,14.0505,12.1433,13.4085,14.4031,13.6261,12.5614,12.3357,14.5785,14.6067,13.9105,14.0505,13.1416,14.2484,13.3233,13.4906,14.2484,12.8205,14.0505,14.1705,14.8619,12.3197,13.1247,16.3235,14.8619,13.7923,12.3403,11.958,13.648,14.5818,14.4485,14.0225,13.4627,13.9824,13.299,12.1433,12.3746,13.3514,13.4307,11.6361,14.1614
BSU01640,8.8971,10.4742,8.5822,11.3079,8.9109,10.2815,9.2231,11.2551,9.9398,9.2711,10.4613,11.575,11.6065,10.0296,8.9357,11.5046,11.2551,11.831,9.2086,11.3897,10.5239,10.9076,8.9119,11.0448,8.9357,9.4131,9.4203,8.1769,10.7454,9.5666,8.2462,11.2636,8.9424,11.7574,11.3897,11.3982,10.6773,9.2231,9.7154,10.5407,9.0192,8.6789,11.3982,10.2137,10.8854,12.3233,11.127,10.8854,11.8768,9.996,10.9076,9.2086,11.4154,9.6681,11.502,8.9424,8.803,11.7504,9.218,11.8878,10.2611,9.2086,10.1639,10.8725,8.5537,10.8854,10.253,7.604,11.4139,11.2636,11.0945,8.6789,10.2815,11.502,11.4139,11.3079,11.3079,9.3988,11.5046,8.6789,9.3988,11.8444,10.4739,11.6268,11.2551,9.3134,10.4742,10.6773,7.604,10.5786,10.4739,8.9109,9.7307,10.5239,10.2815,10.6266,11.831,9.2086,8.6789,10.352,10.9523,10.2544,11.3543,7.9156,10.4447,10.3846,11.831,8.8214,7.604,11.0062,10.9076,7.604,10.2611,11.831,10.5239,11.3897,10.4739,11.3913,8.655,11.3897,10.1378,11.4139,9.4131,8.9119,10.7878,10.7454,11.8878,12.3233,10.4875,9.4769,9.2086,8.1769,9.7496,9.5107,9.6942,10.271
BSU08190,13.392,9.9135,13.5444,11.6233,10.2132,9.8409,9.5794,10.1267,9.9476,9.939,10.0152,10.2936,10.3153,8.8105,10.5438,10.6663,10.1267,10.2883,10.7226,9.8804,10.397,10.2089,10.7548,9.3553,10.5438,9.3033,9.7912,7.939,16.3141,9.9227,11.3196,10.1296,9.3765,10.0813,9.8804,9.902,9.0784,9.5794,10.2312,9.7324,9.634,9.7255,9.902,11.9782,10.0316,9.8217,10.1799,10.0316,10.3933,10.0508,10.2089,10.7226,10.2648,9.9341,9.6228,9.3765,10.8169,9.8817,9.3016,10.4441,9.633,10.7226,15.1486,9.2238,13.4463,10.0316,10.1122,9.5191,10.0317,10.1296,10.0936,9.7255,9.8409,9.6228,10.0317,11.6233,11.6233,9.7466,10.6663,9.7255,9.7466,10.204,10.0048,10.6306,10.1267,9.3771,9.9135,9.0784,9.5191,9.1541,10.0048,10.2132,11.0473,10.397,9.8409,10.432,10.2883,10.7226,9.7255,10.6449,9.9601,9.9988,9.2755,9.8894,10.6977,10.4004,10.2883,12.9599,9.5191,9.7517,10.2089,9.5191,9.633,10.2883,10.397,9.8804,10.0048,10.0807,10.1721,9.8804,10.7894,10.0317,9.3033,10.7548,9.3193,16.3141,10.4441,9.8217,9.9888,10.0018,10.7226,7.939,9.504,11.299,9.6636,10.4609
BSU40130,9.5907,9.8936,9.3109,10.4598,9.4528,9.7782,10.0358,9.2585,9.3653,8.9502,10.0302,9.8623,9.7095,10.4475,10.034,10.0586,9.2585,9.9806,9.797,9.6271,9.947,9.6511,10.0497,8.8964,10.034,8.6908,9.0884,8.8753,10.3863,10.059,9.0842,9.4494,8.818,9.4899,9.6271,9.3054,8.6021,10.0358,9.2698,11.5189,10.0781,9.842,9.3054,9.9798,9.5534,9.9577,9.6781,9.5534,9.642,9.5243,9.6511,9.797,10.3362,9.3316,9.0898,8.818,10.0122,9.374,9.5164,9.7337,9.3193,9.797,9.6526,8.6529,9.4642,9.5534,9.5234,9.265,9.522,9.4494,9.8054,9.842,9.7782,9.0898,9.522,10.4598,10.4598,8.8767,10.0586,9.842,8.8767,9.7858,9.5638,9.9397,9.2585,8.9074,9.8936,8.6021,9.265,8.8455,9.5638,9.4528,9.852,9.947,9.7782,9.7677,9.9806,9.797,9.842,9.9506,9.4184,9.4883,9.2691,9.8524,10.3178,9.7179,9.9806,9.3459,9.265,9.1635,9.6511,9.265,9.3193,9.9806,9.947,9.6271,9.5638,9.4451,9.7821,9.6271,9.637,9.522,8.6908,10.0497,9.9246,10.3863,9.7337,9.9577,10.7395,9.1205,9.797,8.8753,9.4419,10.2336,9.2372,9.8068
BSU09060,9.0063,9.367,8.6658,9.8509,10.1514,10.7472,10.2478,10.7922,10.2043,10.0326,9.4483,10.4668,10.1745,11.3367,11.4428,10.7597,10.7922,11.0716,9.1001,10.728,9.7871,10.7873,9.4229,9.8956,11.4428,10.1206,10.5065,9.4816,8.5204,10.2846,9.1547,10.2508,10.1518,10.5376,10.728,10.3034,9.6035,10.2478,10.9453,11.7643,10.1443,9.6661,10.3034,9.6864,10.5945,11.505,10.7288,10.5945,10.7086,11.2096,10.7873,9.1001,11.4772,10.7025,9.9384,10.1518,9.3473,10.4029,9.5135,10.9164,10.5587,9.1001,8.8133,9.3865,8.4596,10.5945,10.8988,9.9462,10.7527,10.2508,10.2172,9.6661,10.7472,9.9384,10.7527,9.8509,9.8509,10.3852,10.7597,9.6661,10.3852,10.5279,10.3745,10.8541,10.7922,10.5793,9.367,9.6035,9.9462,10.0798,10.3745,10.1514,10.0247,9.7871,10.7472,11.0739,11.0716,9.1001,9.6661,10.5407,10.4812,10.5415,9.477,10.771,10.911,9.45,11.0716,8.8787,9.9462,10.4949,10.7873,9.9462,10.5587,11.0716,9.7871,10.728,10.3745,11.1526,11.0014,10.728,11.4597,10.7527,10.1206,9.4229,11.9512,8.5204,10.9164,11.505,11.08,10.9004,9.1001,9.4816,10.5886,9.6491,9.7609,9.6177
BSU32420,9.0633,8.2052,8.9374,8.6344,8.5415,8.4852,9.2219,8.7868,8.2905,8.516,8.3482,8.7629,8.5783,8.1474,8.9466,9.0388,8.7868,8.6392,8.5674,8.5409,8.8673,8.8449,8.6207,8.453,8.9466,8.2845,8.5977,7.7362,8.7447,8.5884,9.2742,8.8625,8.4482,8.6464,8.5409,8.5214,8.0423,9.2219,8.8285,8.3245,9.1356,9.5927,8.5214,9.2797,8.5406,8.5911,8.8643,8.5406,8.7912,8.8847,8.8449,8.5674,8.429,8.8033,8.413,8.4482,8.5811,8.5488,8.0075,8.6455,8.6202,8.5674,8.4072,8.0935,9.0634,8.5406,8.8958,10.1327,8.6136,8.8625,8.5564,9.5927,8.4852,8.413,8.6136,8.6344,8.6344,8.5283,9.0388,9.5927,8.5283,8.8967,8.5507,8.9866,8.7868,8.3624,8.2052,8.0423,10.1327,8.239,8.5507,8.5415,8.9425,8.8673,8.4852,9.0807,8.6392,8.5674,9.5927,9.5552,8.6092,8.688,8.9056,11.0429,9.5122,8.56,8.6392,8.8811,10.1327,8.5347,8.8449,10.1327,8.6202,8.6392,8.8673,8.5409,8.5507,8.919,8.7623,8.5409,9.1516,8.6136,8.2845,8.6207,8.5323,8.7447,8.6455,8.5911,8.115,8.6522,8.5674,7.7362,8.3497,8.7896,8.2532,8.7569
BSU33520,10.0891,13.7789,9.8599,11.9684,9.9011,11.2761,11.0586,11.5239,11.2102,11.6424,13.8338,11.6031,11.403,10.4364,12.6268,11.7554,11.5239,12.125,10.1764,11.1694,10.8194,10.9042,10.8053,10.9635,12.6268,11.0167,11.8468,8.7694,10.523,12.0286,10.3924,11.0426,11.5865,11.8091,11.1694,11.5206,10.3705,11.0586,12.1412,11.0576,10.8648,10.2705,11.5206,11.0469,10.7474,11.6824,10.8692,10.7474,11.8483,11.5412,10.9042,10.1764,11.2904,11.1266,11.3149,11.5865,10.9403,11.3115,10.8893,11.6718,11.443,10.1764,10.19,10.3727,10.045,10.7474,11.4833,10.2325,11.6147,11.0426,10.9031,10.2705,11.2761,11.3149,11.6147,11.9684,11.9684,11.6701,11.7554,10.2705,11.6701,11.6036,11.4479,11.4573,11.5239,11.4997,13.7789,10.3705,10.2325,10.559,11.4479,9.9011,11.2135,10.8194,11.2761,12.0463,12.125,10.1764,10.2705,11.4155,10.8542,11.8055,11.0818,10.596,11.634,10.3101,12.125,10.069,10.2325,11.1387,10.9042,10.2325,11.443,12.125,10.8194,11.1694,11.4479,11.6582,12.2017,11.1694,12.6213,11.6147,11.0167,10.8053,10.9984,10.523,11.6718,11.6824,10.7428,12.0141,10.1764,8.7694,10.9315,10.973,10.7426,10.4266
BSU09430,9.4055,11.6085,9.0384,10.8586,9.893,10.1373,9.4436,10.5112,10.2146,9.6907,11.7451,10.2244,10.1966,9.2078,11.0132,10.3669,10.5112,11.0716,9.0064,10.437,9.7358,10.5691,9.2993,9.8332,11.0132,9.3993,9.7985,8.123,8.8052,9.8292,8.9075,10.6109,9.3045,10.0444,10.437,9.9011,9.4277,9.4436,10.262,9.8395,9.3011,9.5978,9.9011,10.0343,10.4642,10.2054,10.6405,10.4642,10.6011,10.3005,10.5691,9.0064,10.3032,10.1718,9.8089,9.3045,9.2231,9.9479,8.936,10.9177,10.107,9.0064,8.8182,9.3714,9.2631,10.4642,10.5137,10.8389,10.174,10.6109,10.4435,9.5978,10.1373,9.8089,10.174,10.8586,10.8586,9.609,10.3669,9.5978,9.609,10.4589,9.9261,10.7996,10.5112,9.6524,11.6085,9.4277,10.8389,9.6892,9.9261,9.893,9.7204,9.7358,10.1373,10.4529,11.0716,9.0064,9.5978,10.3876,10.4163,10.1468,9.6615,11.2355,10.4531,8.9802,11.0716,9.5186,10.8389,10.1808,10.5691,10.8389,10.107,11.0716,9.7358,10.437,9.9261,10.5595,10.5606,10.437,10.5128,10.174,9.3993,9.2993,9.5309,8.8052,10.9177,10.2054,9.3956,10.0157,9.0064,8.123,10.0499,9.4418,9.8596,9.392
BSU35490,11.3238,12.9791,11.2525,14.2104,12.4706,13.4575,12.9784,13.5755,13.5768,13.4231,13.0674,13.7002,13.4779,13.397,13.8862,13.5203,13.5755,14.0932,12.8278,13.3461,14.0797,14.0516,13.4487,12.4772,13.8862,12.9816,13.5551,11.6029,13.7198,13.4607,12.3269,13.8993,12.8615,13.4261,13.3461,13.1435,12.6349,12.9784,13.9194,13.6095,13.1512,12.9921,13.1435,13.0457,13.9575,13.6152,14.0518,13.9575,13.9342,13.7293,14.0516,12.8278,13.8897,13.2143,12.9986,12.8615,13.5031,13.3249,12.7415,13.8801,13.3774,12.8278,13.1582,12.5494,11.3929,13.9575,13.7196,12.8804,13.5486,13.8993,13.7988,12.9921,13.4575,12.9986,13.5486,14.2104,14.2104,13.4216,13.5203,12.9921,13.4216,13.7219,13.3509,14.2768,13.5755,13.3916,12.9791,12.6349,12.8804,12.5678,13.3509,12.4706,13.2014,14.0797,13.4575,14.1349,14.0932,12.8278,12.9921,13.8873,14.005,13.7068,12.603,13.507,13.9823,13.907,14.0932,11.1311,12.8804,12.908,14.0516,12.8804,13.3774,14.0932,14.0797,13.3461,13.3509,13.5681,13.3526,13.3461,14.1449,13.5486,12.9816,13.4487,13.5978,13.7198,13.8801,13.6152,13.1582,13.8834,12.8278,11.6029,13.2698,13.6045,13.4322,14.1692
BSU26630,9.5947,10.1808,9.1787,9.6998,9.5277,9.892,10.093,9.7826,9.8851,9.778,10.5936,10.1683,9.9582,9.9386,10.4451,10.1533,9.7826,9.6065,10.0033,9.983,9.3034,9.8224,9.7269,9.2612,10.4451,9.356,9.722,8.5926,10.9094,9.9599,9.4974,10.1793,9.2975,9.6577,9.983,9.5117,8.9149,10.093,10.158,9.9315,10.2322,10.2238,9.5117,9.8437,9.7603,10.0162,9.768,9.7603,9.7719,10.1301,9.8224,10.0033,10.2009,10.0237,9.3657,9.2975,9.7861,9.6986,9.0057,9.6274,9.7428,10.0033,10.4325,8.8956,9.2538,9.7603,10.0654,9.9448,9.5904,10.1793,10.2178,10.2238,9.892,9.3657,9.5904,9.6998,9.6998,9.4184,10.1533,10.2238,9.4184,9.9645,9.5808,10.1058,9.7826,9.7531,10.1808,8.9149,9.9448,9.0772,9.5808,9.5277,9.6086,9.3034,9.892,10.5101,9.6065,10.0033,10.2238,10.1274,9.8373,9.9435,9.2305,10.4936,10.1482,8.8893,9.6065,9.3661,9.9448,9.8683,9.8224,9.9448,9.7428,9.6065,9.3034,9.983,9.5808,9.9564,10.1687,9.983,10.6271,9.5904,9.356,9.7269,10.0798,10.9094,9.6274,10.0162,9.9068,10.2833,10.0033,8.5926,9.7268,10.2126,9.3082,9.1483
BSU08340,10.4348,11.1885,10.5605,10.6689,10.8498,11.229,10.3845,11.6796,11.3547,11.3719,10.9878,11.9644,11.8849,10.8421,11.9444,11.9183,11.6796,11.6668,10.4026,11.2365,11.2938,11.6551,10.9804,10.7713,11.9444,11.0474,11.4003,9.4317,10.0344,11.6081,10.2785,11.4667,11.1635,11.7555,11.2365,11.5388,10.9642,10.3845,11.9571,10.8612,10.1077,10.5699,11.5388,11.8271,11.3502,11.3547,11.8229,11.3502,11.9511,11.5954,11.6551,10.4026,11.7608,11.1763,11.3018,11.1635,11.0872,11.5238,10.8049,11.1912,11.4435,10.4026,10.1416,10.7629,10.7982,11.3502,11.6956,11.6597,11.617,11.4667,11.1308,10.5699,11.229,11.3018,11.617,10.6689,10.6689,11.3543,11.9183,10.5699,11.3543,11.8422,11.3734,11.9885,11.6796,11.1548,11.1885,10.9642,11.6597,10.795,11.3734,10.8498,11.5855,11.2938,11.229,12.1906,11.6668,10.4026,10.5699,11.7237,11.3317,11.8325,11.2007,12.402,11.7066,10.689,11.6668,10.101,11.6597,11.1474,11.6551,11.6597,11.4435,11.6668,11.2938,11.2365,11.3734,11.7546,11.1873,11.2365,12.0622,11.617,11.0474,10.9804,11.2995,10.0344,11.1912,11.3547,10.7741,11.6166,10.4026,9.4317,11.3057,11.1181,10.9183,10.8625
BSU33680,10.5408,12.1188,10.345,11.4176,10.7028,10.6524,10.4144,11.2828,10.6068,10.938,12.2428,11.2475,11.0517,10.4775,11.5893,10.8116,11.2828,11.401,10.6009,11.4507,10.5313,11.1474,10.6281,10.4062,11.5893,10.5455,11.1383,9.1303,12.1951,11.2889,9.7559,11.7652,10.3788,11.1033,11.4507,11.3062,10.2735,10.4144,11.4332,10.5065,10.1612,10.1426,11.3062,10.8083,10.9401,11.5526,11.1953,10.9401,11.2314,11.1724,11.1474,10.6009,11.2635,10.941,10.7096,10.3788,10.576,11.285,10.0589,11.5097,10.9317,10.6009,11.6064,10.2252,10.4989,10.9401,11.2404,11.8728,11.3363,11.7652,11.6161,10.1426,10.6524,10.7096,11.3363,11.4176,11.4176,10.9704,10.8116,10.1426,10.9704,11.518,11.0855,10.8593,11.2828,10.8975,12.1188,10.2735,11.8728,10.3178,11.0855,10.7028,10.4915,10.5313,10.6524,11.6544,11.401,10.6009,10.1426,10.8853,11.0434,10.8979,10.5086,12.3194,11.2416,9.9819,11.401,10.3448,11.8728,10.1031,11.1474,11.8728,10.9317,11.401,10.5313,11.4507,11.0855,11.5281,11.0389,11.4507,11.1972,11.3363,10.5455,10.6281,11.1479,12.1951,11.5097,11.5526,10.0356,11.2422,10.6009,9.1303,10.3318,10.9108,10.5676,10.034
BSU09990,12.9839,12.2922,13.0934,13.7104,11.0966,13.8177,12.0424,13.7706,13.7432,13.2368,12.3105,14.0343,13.8832,10.1677,13.2413,14.266,13.7706,12.6745,12.9489,11.8569,13.5153,14.0419,13.7901,12.5843,13.2413,12.8529,13.0882,8.9737,12.6011,13.3016,13.227,13.9398,12.4127,13.1079,11.8569,13.3019,12.7741,12.0424,13.3638,10.3569,11.862,13.1106,13.3019,14.2573,13.8131,12.096,13.989,13.8131,13.5827,13.6535,14.0419,12.9489,11.6551,12.9723,12.8026,12.4127,13.784,13.2889,12.6257,12.6475,13.2714,12.9489,12.6862,12.493,13.3456,13.8131,13.5309,12.1288,13.476,13.9398,13.8261,13.1106,13.8177,12.8026,13.476,13.7104,13.7104,13.1511,14.266,13.1106,13.1511,13.8612,13.7489,14.3214,13.7706,13.201,12.2922,12.7741,12.1288,12.8796,13.7489,11.0966,14.1611,13.5153,13.8177,13.7782,12.6745,12.9489,13.1106,14.4988,13.7499,13.3614,12.9027,12.4487,14.7212,13.5224,12.6745,12.6687,12.1288,13.5228,14.0419,12.1288,13.2714,12.6745,13.5153,11.8569,13.7489,13.8895,12.8222,11.8569,13.9093,13.476,12.8529,13.7901,10.3756,12.6011,12.6475,12.096,10.3221,13.5474,12.9489,8.9737,13.461,13.8799,13.0678,13.5649
BSU18850,9.9054,11.1926,9.1994,11.9974,11.0996,12.4102,10.5328,12.4324,12.2451,12.2142,11.1175,12.3736,12.3178,9.6867,12.7183,12.5535,12.4324,12.1277,10.9537,11.2819,12.0548,12.2003,11.5429,11.3689,12.7183,11.1447,12.1805,8.3082,10.966,12.4259,8.9804,11.5049,11.1986,12.5782,11.2819,12.2273,11.4189,10.5328,12.5439,10.0758,10.4288,10.5572,12.2273,11.2971,11.7821,12.0997,12.2404,11.7821,12.8114,12.3637,12.2003,10.9537,11.0788,12.0726,11.8392,11.1986,11.571,12.2806,11.3278,12.2037,11.7838,10.9537,11.2988,11.0605,9.2264,11.7821,12.4433,11.0925,12.0786,11.5049,11.5106,10.5572,12.4102,11.8392,12.0786,11.9974,11.9974,11.9381,12.5535,10.5572,11.9381,12.3475,11.8567,12.4945,12.4324,11.9714,11.1926,11.4189,11.0925,11.6366,11.8567,11.0996,11.7753,12.0548,12.4102,12.6239,12.1277,10.9537,10.5572,12.1619,11.6139,11.7018,11.2197,11.3517,12.5007,11.0572,12.1277,10.002,11.0925,12.1917,12.2003,11.0925,11.7838,12.1277,12.0548,11.2819,11.8567,12.5135,12.2219,11.2819,12.828,12.0786,11.1447,11.5429,10.0705,10.966,12.2037,12.0997,9.6698,12.6042,10.9537,8.3082,11.9117,11.6748,11.1258,11.3433
BSU00010,10.359,12.9466,10.3676,12.7173,12.9815,13.3262,12.5975,13.5861,13.3771,13.3288,12.7126,13.3438,13.3405,14.2828,14.7696,13.7333,13.5861,14.2002,12.2248,14.1817,12.8722,13.5729,12.3025,12.6762,14.7696,12.7528,13.5099,12.3514,12.8105,13.4707,10.7424,13.4761,12.9465,13.5113,14.1817,13.1303,12.8253,12.5975,13.8139,14.5082,12.6172,12.4189,13.1303,12.1547,13.3636,14.213,13.6691,13.3636,13.763,13.6616,13.5729,12.2248,14.2956,13.2657,12.7371,12.9465,12.255,13.0024,12.6448,13.9349,13.3601,12.2248,12.48,12.2249,10.4591,13.3636,13.5096,12.7855,13.1887,13.4761,13.2183,12.4189,13.3262,12.7371,13.1887,12.7173,12.7173,13.3216,13.7333,12.4189,13.3216,13.224,12.9473,13.822,13.5861,13.179,12.9466,12.8253,12.7855,12.743,12.9473,12.9815,12.3666,12.8722,13.3262,14.2102,14.2002,12.2248,12.4189,13.9568,13.2556,13.4807,12.7523,13.1183,14.0152,12.5543,14.2002,10.2278,12.7855,13.4984,13.5729,12.7855,13.3601,14.2002,12.8722,14.1817,12.9473,13.6408,14.3953,14.1817,14.299,13.1887,12.7528,12.3025,14.362,12.8105,13.9349,14.213,14.1114,13.8584,12.2248,12.3514,13.6631,12.9663,12.706,12.629
