,S7_4,dia5_3,S6_5,M40t45_2,C30_2,SMM_1,S0_3,GM.60_1,MG.120_3,MG.5_3,dia5_2,GM.0.1_3,GM.0.2_3,G135_1,Heat_1,GM.0.2_2,GM.60_1,M40t45_3,T2.0H_1,Mt0_1_dupl01,S2_1,T.3.40H_1,T3.30H_1,GM.60_3,Heat_1,MG.45_2,MG.10_2,G135_3,T0.30H_1,MG.0.2_3,S3_3,T.0.40H_1,MG.10_3,GM.25_2,Mt0_1_dupl02,GM.15_2,GM.45_2,S0_3,MG.10_1,G150_3,S0_2,S0_1,GM.15_2,S4_1,T.2.40H_1,dia0_3,T.4.40H_1,T.2.40H_1,GM.25_1,GM.90_1,T.3.40H_1,T2.0H_1,Mt0_3_dupl02.1,GM.120_3,GM.25_3,MG.10_3,T4.0H_1,GM.15_3,MG.0.1_2,M0t45_3,MG.60_2,T2.0H_1,T1.0H_1,GM.10_3,S6_6,T.2.40H_1,GM.90_2,Cold_2,GM.15_1,T.0.40H_1,T0.0H_1,S0_1,SMM_1,GM.25_3,GM.15_1,M40t45_2,M40t45_2,MG.t5_2,GM.0.2_2,S0_1,MG.t5_2,GM.5_3,GM.0.1_1,T.5.40H_1,GM.60_1,MG.25_2,dia5_3,GM.45_2,Cold_2,GM.60_2,GM.0.1_1,C30_2,S3_2,S2_1,SMM_1,MG.45_3,M40t45_3,T2.0H_1,S0_1,S1_2,T.1.40H_1,MG.60_3,GM.45_3,Cold_1,S1_3,S2_3,M40t45_3,S7_5,Cold_2,GM.90_3,T.3.40H_1,Cold_2,MG.60_2,M40t45_3,S2_1,Mt0_1_dupl02.1,GM.0.1_1,GM.45_1,Heat_3,Mt0_1_dupl02.1,MG.15_2,GM.15_1,MG.45_2,T3.30H_1,G150_2,T0.30H_1,M0t45_3,dia0_3,G150_1,MG.25_3,T2.0H_1,G135_3,BMM_2,T2.30H_1,MG.120_1,S2_2
BSU13340,14.9562,11.8321,14.7723,15.5101,9.7903,11.3417,14.7348,10.7787,12.2609,11.2082,11.8736,11.8451,11.7326,8.318,10.6002,11.3073,10.7787,12.8333,14.2781,12.7951,15.1012,11.7938,14.789,10.1375,10.6002,10.0527,10.5467,7.7664,14.49,13.5095,14.1271,11.874,10.4849,9.7565,12.7951,10.206,9.3054,14.7348,10.719,9.5249,14.2498,14.317,10.206,15.3126,11.8078,12.4849,11.8006,11.8078,10.6298,11.0004,11.7938,14.2781,13.0805,10.8788,10.2234,10.4849,14.891,10.6011,12.1746,13.1072,10.6797,14.2781,14.0959,10.22,14.5826,11.8078,10.5957,12.5313,10.6824,11.874,14.0821,14.317,11.3417,10.2234,10.6824,15.5101,15.5101,10.6936,11.3073,14.317,10.6936,12.1686,11.8416,11.6562,10.7787,10.0702,11.8321,9.3054,12.5313,9.7971,11.8416,9.7903,14.6452,15.1012,11.3417,11.0327,12.8333,14.2781,14.317,15.0231,12.0931,10.425,9.5759,12.9686,15.1399,15.2533,12.8333,14.8122,12.5313,9.9122,11.7938,12.5313,10.6797,12.8333,15.1012,12.7951,11.8416,10.8702,10.209,12.7951,10.6622,10.6824,10.0527,14.789,9.3141,14.49,13.1072,12.4849,9.8187,10.8801,14.2781,7.7664,10.1435,15.0547,12.3323,15.2231
BSU26350,11.0063,10.8369,10.2938,12.2443,10.7602,11.8412,10.9363,12.2261,12.1533,12.1939,10.7444,12.1585,12.0926,11.0184,11.8143,12.2821,12.2261,11.9544,11.0331,11.4027,11.6279,11.9417,11.5573,11.3286,11.8143,10.9106,12.0943,9.1421,11.9117,12.3502,10.859,11.9004,11.4607,12.3167,11.4027,11.8617,11.1039,10.9363,12.125,10.9866,10.904,11.052,11.8617,12.0927,11.6118,12.0362,11.8608,11.6118,12.2889,11.8865,11.9417,11.0331,11.3146,12.0202,11.6701,11.4607,11.4973,12.0143,11.2275,12.0861,11.7178,11.0331,11.3481,10.9807,10.3691,11.6118,12.1541,12.7149,11.8727,11.9004,11.5677,11.052,11.8412,11.6701,11.8727,12.2443,12.2443,11.7391,12.2821,11.052,11.7391,12.2137,11.6984,12.1858,12.2261,11.6394,10.8369,11.1039,12.7149,11.3072,11.6984,10.7602,11.9229,11.6279,11.8412,12.3369,11.9544,11.0331,11.052,11.8359,11.6639,11.7845,11.0895,12.9122,11.9771,11.7239,11.9544,10.877,12.7149,11.8369,11.9417,12.7149,11.7178,11.9544,11.6279,11.4027,11.6984,12.2638,11.5869,11.4027,12.473,11.8727,10.9106,11.5573,10.6756,11.9117,12.0861,12.0362,10.3393,12.3787,11.0331,9.1421,11.3755,11.7015,11.3098,11.7383
BSU03960,11.6614,11.1479,11.6786,9.7428,12.4312,10.6717,13.352,11.122,10.1149,10.9488,10.6768,10.9841,10.8585,14.4792,11.7996,11.1871,11.122,13.1154,10.7885,10.8453,15.3111,12.1289,11.245,10.3259,11.7996,10.2101,10.8413,11.8183,11.7027,10.8451,11.8053,11.5293,10.4428,11.3653,10.8453,11.3472,10.0832,13.352,11.1328,13.6612,13.3087,13.0874,11.3472,12.2185,11.7915,12.6356,12.0779,11.7915,11.7092,10.6967,12.1289,10.7885,11.2712,11.0499,10.8455,10.4428,11.0008,11.1161,9.9793,13.1922,10.8622,10.7885,10.0649,10.234,11.7627,11.7915,11.2507,11.8645,11.3448,11.5293,11.3866,13.0874,10.6717,10.8455,11.3448,9.7428,9.7428,10.5841,11.1871,13.0874,10.5841,10.93,10.2158,12.4422,11.122,10.2254,11.1479,10.0832,11.8645,10.0098,10.2158,12.4312,12.6639,15.3111,10.6717,11.7181,13.1154,10.7885,13.0874,10.9601,11.6282,11.3622,10.5483,11.9273,10.8774,15.1457,13.1154,11.112,11.8645,11.125,12.1289,11.8645,10.8622,13.1154,15.3111,10.8453,10.2158,11.0328,11.0306,10.8453,11.7611,11.3448,10.2101,11.245,14.0806,11.7027,13.1922,12.6356,13.2643,11.1285,10.7885,11.8183,12.1619,11.565,9.925,14.879
BSU40410,9.9671,12.6355,9.9276,12.4591,11.7641,12.0476,11.5621,12.0413,11.6888,11.6135,12.6747,12.2555,12.1271,13.1023,13.0039,12.2911,12.0413,12.915,10.8932,12.745,11.2581,12.2441,11.6975,11.1011,13.0039,11.499,12.0684,11.1683,11.9402,11.7107,10.656,12.157,11.2209,11.9604,12.745,11.7007,11.1144,11.5621,12.4563,13.2736,11.5442,11.5028,11.7007,11.1181,11.9195,12.7896,12.2985,11.9195,12.2706,12.1631,12.2441,10.8932,13.078,11.7151,11.3415,11.2209,11.7305,11.7876,11.0419,12.773,11.8762,10.8932,11.3812,11.0626,10.0061,11.9195,12.0408,12.4587,11.8511,12.157,11.8317,11.5028,12.0476,11.3415,11.8511,12.4591,12.4591,11.798,12.2911,11.5028,11.798,12.2553,11.6561,12.6669,12.0413,11.7431,12.6355,11.1144,12.4587,10.9874,11.6561,11.7641,11.1922,11.2581,12.0476,12.7541,12.915,10.8932,11.5028,11.9702,11.9406,12.0941,11.3384,13.1095,12.134,10.8902,12.915,9.7618,12.4587,11.7066,12.2441,12.4587,11.8762,12.915,11.2581,12.745,11.6561,12.0271,12.5069,12.745,12.7375,11.8511,11.499,11.6975,13.4553,11.9402,12.773,12.7896,12.8521,12.2739,10.8932,11.1683,12.0542,11.7486,11.3041,11.0449
BSU05670,9.1803,15.0281,8.8854,9.3657,9.8144,9.8182,9.7114,10.244,9.6556,9.9944,15.0964,9.8165,9.7083,11.032,11.6604,10.1479,10.244,10.3606,8.9044,11.4329,9.0511,10.0062,9.122,9.6917,11.6604,9.693,10.0508,9.2729,9.1663,10.0647,9.0252,10.1503,9.9462,9.9661,11.4329,9.5744,9.4204,9.7114,10.2714,11.0411,9.6486,9.4448,9.5744,9.5099,9.7651,10.6529,9.8863,9.7651,10.2871,10.2673,10.0062,8.9044,11.3354,10.1109,9.4268,9.9462,9.0709,9.4466,9.3037,10.0818,10.2117,8.9044,8.9028,9.0027,8.8726,9.7651,10.2164,9.7849,9.71,10.1503,9.586,9.4448,9.8182,9.4268,9.71,9.3657,9.3657,9.8462,10.1479,9.4448,9.8462,10.0461,9.5535,10.0561,10.244,9.7476,15.0281,9.4204,9.7849,9.7253,9.5535,9.8144,9.2399,9.0511,9.8182,10.7068,10.3606,8.9044,9.4448,10.2791,9.667,10.393,9.7661,9.8972,10.3826,8.7023,10.3606,9.0916,9.7849,9.8755,10.0062,9.7849,10.2117,10.3606,9.0511,11.4329,9.5535,10.3616,11.3845,11.4329,10.6583,9.71,9.693,9.122,11.4095,9.1663,10.0818,10.6529,10.7406,10.3275,8.9044,9.2729,10.1279,9.3513,9.5351,8.6019
BSU04160,10.4737,10.5106,10.5314,11.1491,9.4931,9.4209,11.655,9.0386,9.1804,8.9318,10.9613,9.5898,9.3962,11.3034,9.8817,9.7804,9.0386,10.0074,10.0503,10.1139,11.1475,9.9393,10.6708,8.7173,9.8817,8.6356,8.8701,9.4376,10.5673,10.1106,10.3901,9.363,9.0242,8.6545,10.1139,8.6929,8.0121,11.655,9.1917,11.5786,11.8596,12.5606,8.6929,10.8862,9.8427,10.3426,9.9491,9.8427,8.9186,9.3379,9.9393,10.0503,11.079,9.3508,8.5114,9.0242,10.6332,8.7995,9.3257,10.0385,9.029,10.0503,10.0276,8.4846,10.4724,9.8427,9.2688,8.9326,9.0522,9.363,10.1075,12.5606,9.4209,8.5114,9.0522,11.1491,11.1491,8.741,9.7804,12.5606,8.741,9.5719,9.4799,9.9146,9.0386,8.8033,10.5106,8.0121,8.9326,8.4288,9.4799,9.4931,10.6662,11.1475,9.4209,9.4496,10.0074,10.0503,12.5606,10.8926,9.5522,8.9939,8.9726,9.4233,11.0913,10.8531,10.0074,10.392,8.9326,9.0765,9.9393,8.9326,9.029,10.0074,11.1475,10.1139,9.4799,9.1087,9.5363,10.1139,9.5744,9.0522,8.6356,10.6708,10.1916,10.5673,10.0385,10.3426,10.8545,9.0943,10.0503,9.4376,8.4755,10.802,9.2245,10.9644
BSU05170,10.4688,9.3678,10.4964,9.6171,10.7993,9.2632,9.1311,9.6495,9.0916,9.3536,9.5225,9.554,9.4252,9.1013,9.748,9.7537,9.6495,9.6493,8.8456,9.2136,9.4823,10.1591,9.5236,9.5485,9.748,8.4265,8.9883,8.1939,9.0776,9.2924,10.8672,9.3367,8.788,9.5932,9.2136,9.1226,8.5676,9.1311,9.478,9.2625,8.9902,8.5867,9.1226,11.0853,9.8629,9.2627,10.3694,9.8629,9.7977,9.7242,10.1591,8.8456,9.4036,10.1018,9.4674,8.788,9.7529,9.2768,8.4976,9.5471,9.0729,8.8456,8.6161,8.5524,10.6627,9.8629,9.6803,8.3961,9.1517,9.3367,9.3594,8.5867,9.2632,9.4674,9.1517,9.6171,9.6171,8.9367,9.7537,8.5867,8.9367,9.3899,8.8089,10.3435,9.6495,8.7647,9.3678,8.5676,8.3961,8.5249,8.8089,10.7993,10.0591,9.4823,9.2632,9.7218,9.6493,8.8456,8.5867,9.9068,9.5337,9.1806,9.5982,8.3249,10.005,9.3347,9.6493,10.353,8.3961,10.0735,10.1591,8.3961,9.0729,9.6493,9.4823,9.2136,8.8089,9.6837,9.5902,9.2136,9.9315,9.1517,8.4265,9.5236,9.3035,9.0776,9.5471,9.2627,9.0124,9.4649,8.8456,8.1939,9.1759,9.3555,8.6179,9.2769
BSU12510,10.9353,11.2521,10.9816,12.8177,10.3164,12.4966,10.5927,12.8413,12.4073,12.3133,11.2485,12.5218,12.5233,10.3087,12.781,13.0007,12.8413,12.6304,11.7166,11.9669,12.3316,12.6957,11.9959,11.8679,12.781,12.028,12.7205,9.2434,11.5971,12.8056,11.1344,12.5505,12.5498,12.4766,11.9669,12.663,11.9068,10.5927,12.7522,10.3733,10.4338,10.0284,12.663,12.4683,12.6894,12.1647,12.5719,12.6894,12.6744,12.8155,12.6957,11.7166,11.4274,12.0244,12.0866,12.5498,12.0228,12.6225,12.0033,12.1917,12.6211,11.7166,11.1695,11.5793,11.1055,12.6894,12.6392,10.5907,12.4819,12.5505,12.6473,10.0284,12.4966,12.0866,12.4819,12.8177,12.8177,12.7128,13.0007,10.0284,12.7128,12.8886,12.4768,12.9838,12.8413,12.5052,11.2521,11.9068,10.5907,12.1907,12.4768,10.3164,12.477,12.3316,12.4966,12.914,12.6304,11.7166,10.0284,12.3677,12.5474,12.6161,12.4837,11.1969,12.7572,12.2775,12.6304,10.7473,10.5907,12.5656,12.6957,10.5907,12.6211,12.6304,12.3316,11.9669,12.4768,12.9651,12.0606,11.9669,13.3845,12.4819,12.028,11.9959,10.9918,11.5971,12.1917,12.1647,10.3116,12.7506,11.7166,9.2434,11.9855,12.3208,11.8679,12.0698
BSU13150,9.6526,10.7392,9.6698,10.1075,9.2887,9.4632,9.3374,9.4847,9.1985,9.1557,10.9227,9.6671,9.3628,9.4489,9.8641,9.5585,9.4847,10.7521,9.1396,10.3415,9.1971,9.4533,9.2326,9.0722,9.8641,9.0758,9.2391,8.4004,9.73,9.465,9.7291,9.446,9.2793,9.4884,10.3415,9.5349,8.7681,9.3374,9.5982,9.0643,9.2438,9.1114,9.5349,10.076,9.3392,10.45,9.6054,9.3392,9.5155,9.6866,9.4533,9.1396,10.6428,9.3438,9.2466,9.2793,9.2327,9.5723,8.835,10.5056,9.2502,9.1396,9.2051,8.6678,9.7028,9.3392,9.5347,10.2134,9.6375,9.446,9.3741,9.1114,9.4632,9.2466,9.6375,10.1075,10.1075,8.994,9.5585,9.1114,8.994,9.6126,9.543,9.7695,9.4847,9.372,10.7392,8.7681,10.2134,8.9533,9.543,9.2887,9.4836,9.1971,9.4632,9.6951,10.7521,9.1396,9.1114,9.5753,9.3659,9.5535,9.4506,10.8304,9.6514,8.9314,10.7521,9.2998,10.2134,9.1769,9.4533,10.2134,9.2502,10.7521,9.1971,10.3415,9.543,9.9447,9.6434,10.3415,10.1025,9.6375,9.0758,9.2326,9.6073,9.73,10.5056,10.45,9.3556,9.412,9.1396,8.4004,9.0604,9.5545,8.9706,9.0031
BSU07590,9.3131,9.4125,9.4592,11.0895,9.4924,10.4987,9.9173,10.0468,10.1135,9.2702,9.5192,10.3611,10.3901,8.1215,9.8582,10.7076,10.0468,10.0721,11.162,9.052,10.708,10.6802,11.432,9.2935,9.8582,9.4627,9.5152,7.6017,11.7745,10.7325,9.0298,10.8599,9.333,9.4815,9.052,9.6902,9.0214,9.9173,9.7769,8.7562,9.5094,9.6739,9.6902,10.1971,10.485,9.4802,10.8477,10.485,10.0096,10.1922,10.6802,11.162,9.3824,9.5838,9.3291,9.333,11.3444,9.7578,9.9588,10.0324,9.7512,11.162,11.8119,9.2985,9.4211,10.485,9.8524,10.691,10.1143,10.8599,11.1149,9.6739,10.4987,9.3291,10.1143,11.0895,11.0895,9.6538,10.7076,9.6739,9.6538,10.6419,10.4489,10.9538,10.0468,9.605,9.4125,9.0214,10.691,9.0316,10.4489,9.4924,10.5411,10.708,10.4987,10.3545,10.0721,11.162,9.6739,10.9325,10.6213,9.7937,9.6901,11.5829,11.1672,10.5415,10.0721,9.1106,10.691,9.6727,10.6802,10.691,9.7512,10.0721,10.708,9.052,10.4489,10.0826,9.4902,9.052,10.3493,10.1143,9.4627,11.432,8.0517,11.7745,10.0324,9.4802,8.5324,9.7297,11.162,7.6017,9.5602,11.8892,9.7968,10.5633
BSU03470,9.88,13.1755,10.3644,9.8923,11.2521,9.9666,11.0937,10.346,9.2423,9.0984,13.3786,9.8771,9.8716,8.8055,10.5093,9.839,10.346,10.2838,12.8577,10.0105,10.9536,11.8509,12.5118,10.5001,10.5093,9.0002,9.2159,8.1236,14.346,9.3026,8.8519,12.579,8.9929,9.4885,10.0105,9.6092,8.979,11.0937,9.4651,8.6731,10.861,10.7252,9.6092,10.6838,11.6986,9.3292,12.0698,11.6986,10.0169,10.4208,11.8509,12.8577,9.7129,10.2987,10.1331,8.9929,12.3837,9.9776,8.7842,10.1597,9.1809,12.8577,13.4843,9.2132,10.3045,11.6986,9.6661,9.029,9.8425,12.579,12.7844,10.7252,9.9666,10.1331,9.8425,9.8923,9.8923,9.0051,9.839,10.7252,9.0051,10.2745,9.556,11.6089,10.346,9.2766,13.1755,8.979,9.029,9.2668,9.556,11.2521,10.6953,10.9536,9.9666,9.5001,10.2838,12.8577,10.7252,10.5683,12.0269,9.3453,10.2887,9.7931,10.7826,11.2915,10.2838,10.048,9.029,10.7233,11.8509,9.029,9.1809,10.2838,10.9536,10.0105,9.556,10.6479,10.2099,10.0105,9.9097,9.8425,9.0002,12.5118,9.2253,14.346,10.1597,9.3292,8.8301,9.3675,12.8577,8.1236,9.0633,13.388,9.0036,10.7273
BSU08730,11.6382,12.984,11.5627,14.5078,13.7505,12.3262,12.1735,12.4128,11.3093,12.2692,13.0135,12.4553,12.2556,12.9157,13.5304,12.2317,12.4128,14.3596,11.3632,12.5851,11.763,12.9014,12.1529,11.8074,13.5304,11.8781,12.4722,11.6028,13.1405,12.043,11.6687,13.8697,11.3842,12.0311,12.5851,12.2742,11.1189,12.1735,12.6398,12.206,12.0399,11.6074,12.2742,11.973,12.832,12.9125,12.9609,12.832,12.4438,12.5121,12.9014,11.3632,12.6429,11.8201,11.8927,11.3842,12.3259,12.5023,11.1928,14.2715,11.7663,11.3632,11.4527,11.4352,11.515,12.832,12.6181,13.3117,12.5695,13.8697,13.748,11.6074,12.3262,11.8927,12.5695,14.5078,14.5078,12.1478,12.2317,11.6074,12.1478,12.7515,12.2554,12.803,12.4128,12.1616,12.984,11.1189,13.3117,11.0529,12.2554,13.7505,12.1575,11.763,12.3262,12.3889,14.3596,11.3632,11.6074,11.9758,13.5127,12.1559,11.656,13.4591,12.1337,12.1235,14.3596,11.3662,13.3117,11.4746,12.9014,13.3117,11.7663,14.3596,11.763,12.5851,12.2554,12.6179,12.8634,12.5851,12.8881,12.5695,11.8781,12.1529,12.7589,13.1405,14.2715,12.9125,12.2658,12.2033,11.3632,11.6028,12.4523,12.2978,11.7649,11.8345
BSU40710,9.6424,10.2538,8.6122,10.5164,9.6461,9.9716,9.3415,10.1077,9.7265,10.0882,10.3808,10.2935,10.056,9.9786,10.0663,10.616,10.1077,10.8567,9.6961,9.9182,9.9346,10.1193,9.9672,9.3844,10.0663,9.6137,10.1653,8.6233,10.2209,10.6202,8.5496,10.0911,9.8451,10.3115,9.9182,10.2452,9.0359,9.3415,10.5106,10.298,9.2582,9.2064,10.2452,9.5184,9.8689,10.3375,10.0762,9.8689,10.3437,10.2812,10.1193,9.6961,10.3501,9.8863,9.5846,9.8451,9.6814,10.1222,9.4384,10.6631,10.0853,9.6961,9.6704,9.1478,8.6414,9.8689,10.1501,9.0873,10.2805,10.0911,9.9005,9.2064,9.9716,9.5846,10.2805,10.5164,10.5164,9.9919,10.616,9.2064,9.9919,10.1038,10.0586,10.4688,10.1077,10.0413,10.2538,9.0359,9.0873,9.5944,10.0586,9.6461,9.6387,9.9346,9.9716,10.6644,10.8567,9.6961,9.2064,10.1755,9.936,9.9796,9.3993,9.7636,10.3179,9.566,10.8567,9.1335,9.0873,9.8859,10.1193,9.0873,10.0853,10.8567,9.9346,9.9182,10.0586,10.2951,9.6155,9.9182,11.0592,10.2805,9.6137,9.9672,10.1278,10.2209,10.6631,10.3375,9.9292,10.3422,9.6961,8.6233,10.0384,10.2169,9.168,9.7053
BSU38600,10.1785,9.6102,10.3651,11.6785,9.7024,10.1264,9.8361,10.4088,10.3317,10.4573,9.8461,10.4978,10.4912,9.1996,11.0873,10.6625,10.4088,10.7912,10.4314,9.824,11.2704,10.3219,11.1625,9.5085,11.0873,9.7222,10.5852,8.2117,10.1765,10.3654,10.7832,9.9222,9.9378,10.2411,9.824,10.1038,9.3994,9.8361,10.9031,10.0427,9.5255,9.4923,10.1038,11.0944,10.0726,9.9692,10.4444,10.0726,10.5425,10.4179,10.3219,10.4314,9.9235,9.894,9.6944,9.9378,11.1633,10.066,9.601,10.5693,10.1374,10.4314,10.1602,9.3296,10.5142,10.0726,10.2582,8.9876,10.3711,9.9222,9.8431,9.4923,10.1264,9.6944,10.3711,11.6785,11.6785,10.458,10.6625,9.4923,10.458,10.4721,10.1583,10.8137,10.4088,10.0057,9.6102,9.3994,8.9876,9.4431,10.1583,9.7024,11.0419,11.2704,10.1264,10.8267,10.7912,10.4314,9.4923,11.8403,9.8204,10.4928,9.8772,9.4879,11.9943,11.0815,10.7912,10.0087,8.9876,9.8397,10.3219,8.9876,10.1374,10.7912,11.2704,9.824,10.1583,10.4939,10.6552,9.824,11.0523,10.3711,9.7222,11.1625,10.0588,10.1765,10.5693,9.9692,9.5162,10.2697,10.4314,8.2117,10.0929,11.2245,10.0711,11.0877
BSU03170,8.4157,10.4481,8.1564,9.0036,8.9549,9.4221,8.3297,9.4871,9.1854,8.8738,10.3323,9.4708,9.3092,9.14,10.4281,9.5168,9.4871,9.6135,8.41,9.4874,8.5736,9.4727,8.586,8.8,10.4281,8.9648,9.1127,8.154,7.8863,8.9694,8.1552,9.0489,8.8664,9.2153,9.4874,9.0936,8.542,8.3297,9.3897,9.4335,8.4762,8.7773,9.0936,8.856,9.3466,9.6108,9.6251,9.3466,9.4486,9.602,9.4727,8.41,9.8621,9.2565,8.9919,8.8664,8.4221,9.1522,8.388,9.3525,9.3134,8.41,7.8382,8.472,8.0871,9.3466,9.5389,8.5475,9.3255,9.0489,9.0532,8.7773,9.4221,8.9919,9.3255,9.0036,9.0036,8.8291,9.5168,8.7773,8.8291,9.5146,9.1338,9.779,9.4871,8.8939,10.4481,8.542,8.5475,8.833,9.1338,8.9549,8.6851,8.5736,9.4221,9.8569,9.6135,8.41,8.7773,10.3977,9.1241,9.3133,9.0928,9.2669,10.4815,8.0538,9.6135,8.49,8.5475,9.184,9.4727,8.5475,9.3134,9.6135,8.5736,9.4874,9.1338,9.4694,9.7272,9.4874,9.6097,9.3255,8.9648,8.586,9.6642,7.8863,9.3525,9.6108,9.1401,9.2298,8.41,8.154,9.5753,8.6512,8.8698,8.3409
BSU36600,9.5581,8.736,9.5347,9.5225,9.6136,8.9098,9.264,9.0597,8.6463,8.9316,9.0431,9.2182,8.8301,8.434,9.412,9.5466,9.0597,9.3125,9.08,8.6671,8.9501,9.2391,9.4779,8.9569,9.412,8.4007,8.9657,7.7761,9.904,9.0642,9.1918,8.9398,8.6137,9.266,8.6671,9.1664,8.2516,9.264,9.1226,8.5366,9.0507,9.1472,9.1664,9.608,8.9855,8.7844,9.3161,8.9855,9.1991,9.2366,9.2391,9.08,8.5878,9.2827,9.0463,8.6137,9.3252,9.1024,8.1792,9.1311,8.7172,9.08,9.3309,8.2871,9.4305,8.9855,9.3378,8.2689,9.1698,8.9398,8.7181,9.1472,8.9098,9.0463,9.1698,9.5225,9.5225,8.671,9.5466,9.1472,8.671,9.1441,8.9206,9.2718,9.0597,8.6193,8.736,8.2516,8.2689,8.5384,8.9206,9.6136,9.1328,8.9501,8.9098,9.0056,9.3125,9.08,9.1472,8.8793,8.7473,8.7564,9.0242,8.4694,9.1457,8.8783,9.3125,9.4816,8.2689,9.2432,9.2391,8.2689,8.7172,9.3125,8.9501,8.6671,8.9206,9.3015,9.0964,8.6671,9.7873,9.1698,8.4007,9.4779,8.1155,9.904,9.1311,8.7844,8.1697,8.911,9.08,7.7761,8.5844,9.617,8.5547,8.8228
BSU03850,9.4954,11.6477,9.8844,8.6937,10.4778,11.1933,9.7788,11.2665,10.3658,10.512,11.0907,10.9638,10.9248,10.8178,10.8177,11.1913,11.2665,10.7326,8.7105,10.4689,8.9457,11.3824,9.6555,10.244,10.8177,10.6155,10.963,9.3337,8.4516,10.8207,9.5165,10.7315,10.2916,11.3098,10.4689,11.0765,10.3317,9.7788,11.2967,11.1468,9.8422,9.9442,11.0765,10.3235,10.9395,11.0621,11.537,10.9395,11.5746,11.4559,11.3824,8.7105,10.6411,10.9526,10.7171,10.2916,9.5796,11.0403,9.981,10.3118,10.9452,8.7105,8.1062,10.2092,9.8908,10.9395,11.3888,10.7291,11.2192,10.7315,10.3743,9.9442,11.1933,10.7171,11.2192,8.6937,8.6937,10.8352,11.1913,9.9442,10.8352,11.236,10.7958,11.7213,11.2665,10.8278,11.6477,10.3317,10.7291,10.1697,10.7958,10.4778,9.6977,8.9457,11.1933,11.8193,10.7326,8.7105,9.9442,10.5498,10.811,11.1314,10.4592,11.5033,10.6643,8.2107,10.7326,9.3003,10.7291,10.6299,11.3824,10.7291,10.9452,10.7326,8.9457,10.4689,10.7958,11.3469,10.1059,10.4689,11.6866,11.2192,10.6155,9.6555,11.4821,8.4516,10.3118,11.0621,10.1959,11.3168,8.7105,9.3337,11.1664,9.2579,9.9319,8.491
BSU38880,9.3123,10.0985,8.8756,9.5022,9.864,9.3132,8.8456,9.5243,9.2287,9.4557,10.0695,9.4389,9.4212,9.6159,9.9035,9.7796,9.5243,10.2452,8.9049,9.4724,9.3815,9.6221,9.1566,8.9276,9.9035,9.0687,9.6719,8.5179,9.3119,9.7026,8.3281,9.8196,9.4743,9.4422,9.4724,9.2777,8.7601,8.8456,9.9963,10.1247,8.8823,8.7346,9.2777,9.412,9.3955,9.552,9.83,9.3955,9.8219,9.5588,9.6221,8.9049,9.9884,9.4198,9.1539,9.4743,9.0029,9.2825,9.0753,9.8493,9.5405,8.9049,8.8698,8.6261,9.0098,9.3955,9.5855,9.7055,9.5781,9.8196,9.5098,8.7346,9.3132,9.1539,9.5781,9.5022,9.5022,9.4615,9.7796,8.7346,9.4615,9.532,9.2321,10.0797,9.5243,9.1942,10.0985,8.7601,9.7055,8.8842,9.2321,9.864,9.3374,9.3815,9.3132,10.1675,10.2452,8.9049,8.7346,9.8456,9.5106,9.6981,9.2858,10.6133,9.7608,8.9377,10.2452,9.2883,9.7055,9.1698,9.6221,9.7055,9.5405,10.2452,9.3815,9.4724,9.2321,9.6437,9.5118,9.4724,10.0969,9.5781,9.0687,9.1566,10.0097,9.3119,9.8493,9.552,9.5901,9.6814,8.9049,8.5179,9.8922,9.1896,8.9542,9.0705
BSU33660,9.9778,10.1738,9.9267,11.431,10.5445,11.2724,10.4088,11.5383,10.9868,11.0727,10.1849,11.5061,11.463,11.1548,11.7869,11.5614,11.5383,11.5777,9.8294,11.0752,10.5317,11.6228,10.2796,10.8685,11.7869,10.8865,11.4683,9.6536,10.4829,11.4492,9.6525,11.8355,11.1753,11.6302,11.0752,11.4304,10.9958,10.4088,11.7422,11.1761,10.1977,10.256,11.4304,10.7019,11.5076,11.5605,11.5387,11.5076,11.8565,11.704,11.6228,9.8294,11.3649,11.3945,11.199,11.1753,10.3799,11.471,10.5723,11.5379,11.3778,9.8294,9.9697,10.7026,10.0684,11.5076,11.9292,10.7435,11.3912,11.8355,11.6378,10.256,11.2724,11.199,11.3912,11.431,11.431,11.3606,11.5614,10.256,11.3606,11.9112,11.1254,11.7464,11.5383,11.243,10.1738,10.9958,10.7435,11.0509,11.1254,10.5445,10.8711,10.5317,11.2724,11.8665,11.5777,9.8294,10.256,10.8532,11.6158,11.5006,11.2445,11.3411,11.1617,10.417,11.5777,9.9893,10.7435,11.2686,11.6228,10.7435,11.3778,11.5777,10.5317,11.0752,11.1254,11.8124,11.0309,11.0752,11.9592,11.3912,10.8865,10.2796,11.5917,10.4829,11.5379,11.5605,10.8011,11.5974,9.8294,9.6536,10.92,10.5476,10.9065,10.4863
