"S0_1"	"S1_1"	"S2_1"	"S3_1"	"S4_1"	"S5_1"	"S0_2"	"S1_2"	"S2_2"	"S3_2"	"S4_2"	"S5_2"	"S0_3"	"S1_3"	"S2_3"	"S3_3"	"S4_3"	"S5_3"	"S6_4"	"S7_4"	"S6_5"	"S7_5"	"S6_6"	"G135_1"	"G150_1"	"G150_2"	"G135_3"	"G150_3"	"C30_1"	"C30_2"	"T.5.40H_1"	"T.4.40H_1"	"T.3.40H_1"	"T.2.40H_1"	"T.1.40H_1"	"T.1.10H_1"	"T.0.40H_1"	"T0.0H_1"	"T0.30H_1"	"T1.0H_1"	"T1.30H_1"	"T2.0H_1"	"T2.30H_1"	"T3.0H_1"	"T3.30H_1"	"T4.0H_1"	"BMM_1"	"Heat_1"	"Cold_1"	"BMM_2"	"Heat_2"	"Cold_2"	"BMM_3"	"Heat_3"	"Cold_3"	"SMM_1"	"SMM_2"	"SMM_3"	"Mt0_1_dupl01"	"Mt0_1_dupl02"	"M0t45_1"	"Mt0_2_dupl01"	"Mt0_2_dupl02"	"M0t45_2"	"Mt0_3_dupl01"	"Mt0_3_dupl02"	"M0t45_3"	"M40t45_1"	"M40t45_2"	"M40t45_3"	"dia0_1"	"dia5_1"	"dia0_2"	"dia5_2"	"dia0_3"	"dia5_3"	"GM.0.2_1"	"GM.0.1_1"	"GM.5_1"	"GM.15_1"	"GM.25_1"	"GM.45_1"	"GM.60_1"	"GM.90_1"	"GM.120_1"	"GM.0.2_2"	"GM.0.1_2"	"GM.5_2"	"GM.10_2"	"GM.15_2"	"GM.25_2"	"GM.45_2"	"GM.60_2"	"GM.90_2"	"GM.0.2_3"	"GM.0.1_3"	"GM.5_3"	"GM.10_3"	"GM.15_3"	"GM.25_3"	"GM.45_3"	"GM.60_3"	"GM.90_3"	"GM.120_3"	"MG.0.1_1"	"MG.5_1"	"MG.10_1"	"MG.15_1"	"MG.25_1"	"MG.45_1"	"MG.120_1"	"MG.0.1_2"	"MG.0.2_2"	"MG.t5_2"	"MG.10_2"	"MG.15_2"	"MG.25_2"	"MG.45_2"	"MG.60_2"	"MG.90_2"	"MG.0.1_3"	"MG.0.2_3"	"MG.5_3"	"MG.10_3"	"MG.15_3"	"MG.25_3"	"MG.45_3"	"MG.60_3"	"MG.90_3"	"MG.120_3"
"BSU26700"	8.8186	10.0808	9.4943	10.3271	9.9554	9.2706	9.2757	9.9156	9.6438	10.3854	9.3312	8.9835	9.1549	10.1978	9.0432	9.0904	9.1808	9.3098	8.1773	8.7712	8.7229	8.5303	8.5075	9.9032	9.7196	9.7864	8.4364	9.9124	9.2945	9.6029	10.2271	9.8764	9.8152	9.575	9.5309	9.5673	9.3833	9.426	9.0647	9.101	8.8278	8.7303	9.1085	8.5784	8.8335	8.7302	10.0513	10.3973	9.69	9.7269	10.3266	8.9102	9.5231	10.0951	8.5067	9.8357	9.9036	9.8786	9.8713	9.8713	9.0591	8.4909	8.4909	10.085	10.3338	10.3338	9.5127	8.9093	9.2001	9.3465	9.938	9.2513	10.1111	8.989	9.6684	8.8916	9.5267	9.6047	9.4613	9.6728	10.0818	9.941	10.0178	10.0481	9.0151	9.77	10.2791	9.7942	9.5388	9.423	9.6833	9.12	8.9249	9.7117	9.7224	9.9353	9.9752	8.8071	9.4697	9.0794	9.2059	9.076	9.7363	9.5682	9.7373	9.9373	10.4774	9.5921	9.9982	9.9622	9.0501	8.9828	9.6142	9.5464	10.1912	10.6745	9.5616	9.2373	9.6406	9.261	10.35	9.674	9.6464	8.9969	10.2502	10.293	10.5401	9.6644	10.2874	9.7761
"BSU26710"	8.7268	9.8884	9.4331	10.1032	10.0964	9.1157	9.1927	9.6622	9.4931	10.3211	9.3882	9.1841	8.9669	10.1946	9.0248	9.3036	9.3011	9.3984	8.3382	9.0447	8.8022	8.8819	8.6199	9.8608	9.7793	9.7203	8.5331	9.7214	9.1903	9.4576	10.214	9.897	9.8826	9.7321	9.6435	9.6922	9.3861	9.4327	9.2387	9.0886	8.9136	8.9735	9.2304	8.5762	8.9088	8.93	9.8687	10.3126	9.5663	9.7728	10.014	8.8663	9.54	10.1999	8.7124	10.0851	9.8177	9.8506	9.7411	9.7411	9.0101	8.4962	8.4962	9.9163	10.1011	10.1011	9.3006	8.9904	9.1142	9.2896	9.6867	9.0638	10.1361	9.105	9.7741	8.7688	9.6282	9.7669	9.5952	9.8869	9.8718	9.9346	9.8868	10.1371	9.0549	10.2729	9.9661	9.8132	9.6967	9.5929	9.891	8.9581	9.2228	9.8297	9.6854	10.1388	9.7314	8.8448	9.448	9.2157	9.153	9.2278	9.7073	9.6813	9.9008	9.9157	10.4187	9.619	9.8286	9.985	9.0953	9.1168	9.61	9.5151	9.9324	10.6417	9.6775	9.1106	9.6303	9.1826	10.3627	9.7557	9.6584	9.2813	10.1339	10.2794	10.4405	9.7313	10.0465	9.5887
"BSU26730"	7.7064	9.1137	8.5998	9.7768	9.4211	8.7341	8.0447	8.7671	8.3693	9.8069	8.9656	8.8416	7.8509	9.3127	8.0377	8.1676	8.832	9.1063	8.331	9.411	8.4644	9.2658	8.2131	8.2186	7.9994	7.9047	7.6906	8.1019	8.901	8.9835	9.5669	9.1494	9.3061	9.1145	9.0124	9.0999	8.8136	8.8437	9.036	9.0361	8.916	8.4128	9.0003	8.6747	8.736	8.5961	9.5889	9.4558	9.8734	9.3173	9.0363	9.1005	9.1608	9.3308	8.689	9.6314	9.4255	9.4222	8.3401	8.3401	8.2594	8.0408	8.0408	8.6375	8.0609	8.0609	8.463	8.0809	8.2169	8.4949	8.3286	7.979	9.0129	8.3074	8.6815	7.9519	8.9799	9.1006	9.2956	9.2218	9.5973	9.6377	9.3483	9.6262	8.4473	9.7966	9.4775	9.2321	9.1575	9.2049	9.549	8.5407	8.8026	9.4947	9.3371	9.7689	9.2819	8.1711	9.191	8.9796	8.8322	8.6676	9.6242	9.5175	9.1743	9.1767	9.5073	9.063	9.4178	9.336	8.2285	8.4207	8.843	8.6036	9.0174	10.0835	9.2648	8.4063	9.0472	8.4162	9.6784	9.5186	9.0038	8.6566	9.7082	9.703	9.6416	8.8837	9.4846	9.257
"BSU26740"	7.9813	9.0986	8.7169	13.4583	13.8444	13.354	8.2474	8.969	8.6471	13.3696	13.6524	13.6064	8.2344	8.9796	8.6442	13.9007	13.3664	13.6018	11.8527	12.0861	12.377	11.6615	12.4703	8.968	8.6465	9.1116	8.0059	8.9782	9.0638	9.0075	9.8207	9.3465	8.9112	8.5491	8.2498	8.2152	8.0659	8.0098	7.8272	7.6266	7.9298	8.1497	8.5719	8.9778	9.9222	10.3512	9.2248	9.3783	8.7831	9.003	9.0056	8.4479	9.1366	9.0999	8.3267	8.7457	8.7832	8.9072	8.6416	8.6416	8.4086	7.8375	7.8375	8.542	8.6628	8.6628	8.481	8.3218	7.8351	8.553	8.4504	8.2925	8.6569	8.8763	8.861	8.7923	8.6174	8.4076	8.2296	8.6483	8.8974	8.9554	8.886	8.9815	8.6465	8.9711	8.4758	8.2825	8.3385	8.5123	8.7214	7.9223	8.2326	9.2294	8.554	8.825	8.5224	7.9253	8.46	8.4221	8.4855	8.4554	9.101	9.2811	8.4683	8.505	8.7714	8.229	8.5266	8.6979	8.2354	7.6764	7.9732	8.0777	8.271	9.1385	8.296	8.0229	8.4969	8.0431	8.6445	8.3632	8.4599	8.2391	8.5068	8.6308	8.8906	8.5522	8.5105	8.3389
"BSU26748"	7.9144	9.0771	8.6698	13.2918	13.902	13.0236	8.2558	8.8779	8.6622	13.5118	13.4011	13.3117	8.2675	9.1536	8.3806	13.9086	13.5231	13.5517	11.607	11.733	12.1151	11.456	12.3114	9.1509	8.7322	9.1651	7.9996	9.1017	8.9388	8.9583	9.9251	9.4037	9.0066	8.5541	8.3903	8.325	8.1	8.0429	7.8506	7.581	7.9657	8.4083	8.6741	9.1203	10.0063	10.4125	9.3941	9.6445	8.8359	9.3384	9.1158	8.5265	9.3015	9.4332	8.3582	8.9807	8.8178	8.9458	8.6494	8.6494	8.5125	7.9077	7.9077	8.6683	8.8284	8.8284	8.5789	8.3943	7.8641	8.642	8.5148	8.5413	8.8135	9.2079	8.939	8.9343	8.5037	8.4121	8.4364	8.5893	8.9146	8.9935	8.8287	8.9452	8.6513	9.0152	8.4394	8.2366	8.3363	8.5517	9.0134	7.8631	8.184	9.353	8.507	8.8419	8.5347	7.9189	8.4773	8.3846	8.4031	8.4425	9.1441	9.2995	8.4877	8.6333	8.8333	8.29	8.6258	8.6569	8.1011	7.7726	8.1124	7.9577	8.4002	9.2134	8.403	8.0749	8.5595	8.0127	8.6385	8.5302	8.4597	8.0659	8.6049	8.807	8.9976	8.4547	8.781	8.517
"BSU26749"	7.8853	9.2972	8.7193	13.1079	14.1079	12.9741	8.2556	9.0765	8.6249	13.6308	13.6481	13.469	8.1154	9.2214	8.478	13.9759	13.6621	13.7859	11.6267	11.9054	12.3041	11.643	12.384	9.0128	8.7097	9.176	7.992	9.1115	9.1842	8.8986	9.9673	9.4206	8.9928	8.5556	8.3306	8.2386	8.0258	7.8608	7.6892	7.5685	7.7581	8.3017	8.651	9.1217	10.1254	10.4701	9.4226	9.7915	8.8843	9.338	9.3177	8.503	9.3597	9.6082	8.3421	8.9604	8.8368	8.8883	8.6456	8.6456	8.3995	7.8879	7.8879	8.7348	8.8817	8.8817	8.6389	8.3573	7.8699	8.7146	8.5627	8.6045	8.7572	9.3193	8.9785	9.1433	8.4877	8.4808	8.2424	8.6326	8.8786	9.0323	8.7571	8.8641	8.6375	9.0382	8.4106	8.07	8.1582	8.5	8.5131	7.7698	8.1538	9.1922	8.3208	8.7356	8.3784	7.694	8.4955	8.3179	8.4672	8.4254	9.0838	9.2902	8.4402	8.5187	8.728	8.2932	8.5425	8.5772	8.085	7.6626	8.007	7.9114	8.257	9.2859	8.3025	8.0008	8.4328	7.9862	8.5701	8.4897	8.5594	7.9989	8.4878	8.7531	8.9752	8.5856	8.7692	8.5536
"BSU26760"	10.8521	12.3326	11.1501	10.4714	10.4457	9.3748	11.2665	12.2705	10.8894	10.8904	9.6505	9.638	11.0541	12.5381	10.7773	9.254	9.5345	9.7261	8.7223	9.8095	9.0344	9.6741	8.9607	11.1434	11.4739	11.7267	9.5884	11.5838	10.141	10.01	12.2352	11.8923	12.0359	11.5956	11.4852	11.4191	11.4132	11.3051	8.5222	8.9185	8.98	8.9731	9.7021	9.3791	9.6738	9.48	12.2382	12.7199	10.385	11.9702	12.4342	9.9626	12.1505	12.3696	9.7102	11.8252	11.8465	11.735	12.3294	12.3294	12.4362	10.8423	10.8423	12.1521	12.0755	12.0755	12.6359	12.0758	11.9879	12.5334	12.3626	12.6054	12.5352	12.9417	12.5084	12.8775	10.9831	11.1852	11.0825	11.4904	11.8799	12.0808	12.0724	11.9192	11.0268	12.0954	11.436	11.3954	11.2874	11.4614	11.6468	10.7498	10.9567	12.1157	11.4781	11.6023	11.551	10.4053	11.4627	11.0928	10.9703	10.8796	12.0488	11.6846	11.4597	11.4734	11.85	11.237	11.76	11.96	10.7664	10.68	11.1371	11.3764	11.5461	12.5042	11.4589	10.8808	11.428	11.0814	12.1122	11.6842	11.5289	10.9496	11.9884	12.079	12.2296	11.3406	12.1178	11.8264
"BSU26770"	9.6401	11.7119	10.439	10.592	10.4332	9.8357	8.7269	11.2013	9.7757	10.4601	9.4264	9.9047	8.541	11.5735	9.3202	8.4982	9.1552	10.2088	8.7005	9.6329	9.062	9.583	8.8837	8.1918	8.1139	8.5298	7.7431	8.2112	10.0413	10.1958	11.0026	10.8932	10.7376	10.4109	10.3403	10.5214	10.1597	10.045	9.2651	9.2677	9.1835	9.281	9.6626	9.2487	9.5749	9.4459	11.5386	11.0808	10.5928	11.3676	10.5452	10.0856	11.2728	10.6765	9.9338	11.1202	11.0192	11.1478	8.7949	8.7949	8.2448	8.3363	8.3363	9.0946	8.9619	8.9619	8.0785	8.0847	8.7113	8.4502	8.6769	8.1622	9.2596	8.8945	8.9502	8.4735	10.3035	10.4774	10.3648	10.6913	11.1441	10.8965	10.9192	11.0311	9.9057	10.3835	10.9588	10.4566	10.135	10.2686	10.5694	9.9601	10.1055	11.3768	10.9288	11.2406	10.6088	9.5187	10.3729	10.3415	9.8127	10.0018	10.2904	11.1744	10.3924	10.5476	10.9116	10.173	10.4422	10.4213	10.1288	9.5871	10.1072	9.7688	10.2802	10.499	9.916	9.2766	10.0216	9.7494	10.582	10.2113	10.2472	9.5097	10.496	10.3747	10.4118	10.1754	10.7493	10.7718
"BSU26780"	10.6684	12.273	12.2276	13.7619	13.001	11.9891	10.6806	12.0057	12.2679	13.6523	13.1344	12.3354	10.5254	12.0627	12.3365	12.3162	12.7748	12.3465	9.6854	10.2269	9.9157	10.0167	10.1295	9.8772	9.8709	10.3019	8.7764	10.0091	10.2261	10.3328	11.7751	11.7359	11.6123	11.4305	11.2821	11.3701	11.3399	11.3107	11.549	10.9517	11.0569	11.0818	11.9587	11.5814	11.9271	11.9008	11.3731	11.467	11.5608	11.2341	10.9603	11.3009	11.4846	11.1183	11.0198	11.5431	11.5624	11.6027	11.0289	11.0289	11.028	10.6124	10.6124	11.0996	10.6262	10.6262	11.0946	10.6089	11.7126	11.2189	10.6991	10.2261	10.9686	10.5954	11.2087	10.4596	10.8989	11.1482	11.0066	11.2417	11.7102	11.5505	11.4659	11.5159	10.3187	11.4228	11.5928	11.2256	11.0346	11.03	11.2681	10.5663	10.5108	11.4814	11.3685	11.4224	11.3287	10.1617	11.0981	10.9365	10.6674	10.7115	10.9675	11.2365	11.1095	11.1458	11.3673	10.8549	11.2823	10.8663	11.0414	10.4559	10.8359	11.1171	11.0404	11.6282	10.8583	10.2591	10.9172	10.6657	11.5773	11.2639	11.248	10.8249	11.4095	11.3039	11.4756	10.9559	11.4209	11.5427
"BSU26790"	10.0641	11.4575	11.0532	10.9792	10.5209	9.7721	10.0879	11.1121	11.3703	11.2121	10.0056	9.6666	9.9201	11.4399	11.0561	9.4555	10.1341	10.1914	8.6195	9.7485	8.9915	9.3494	8.9254	9.6292	9.4973	9.7782	8.2811	9.5809	9.6658	9.8609	11.4216	11.1174	11.2075	10.8558	10.6948	10.8055	10.8546	10.7088	11.2363	10.6121	10.5616	10.2775	11.0767	10.642	10.8905	10.9004	10.8407	10.9395	11.1417	10.5109	10.6852	10.3658	10.4666	10.6965	9.9712	11.1243	11.0541	11.2154	10.3713	10.3713	10.7881	10.2093	10.2093	10.5746	10.1864	10.1864	11.2631	10.4446	11.1971	11.2568	10.2733	10.6412	10.7034	10.4366	10.56	10.1987	10.4619	10.7232	10.6961	10.8583	11.33	11.0833	10.9214	10.9474	9.7754	11.5055	11.3546	10.8309	10.6505	10.8648	11.0137	10.1055	10.1033	10.8213	10.9528	11.1176	10.8261	9.613	10.6625	10.3942	10.2299	10.0902	11.0726	10.4883	10.7195	10.6522	11.3062	10.3806	10.8018	10.532	9.968	10.0064	10.5157	10.3492	10.6394	11.6955	10.6034	9.84	10.4333	9.9012	11.1654	10.8397	10.5809	10.1593	11.2513	11.0992	11.2339	10.5252	11.0867	10.9699
"BSU26800"	9.9441	12.1404	11.5489	11.0279	10.7186	10.0305	9.7086	11.98	11.5692	11.1593	10.4475	10.4489	9.7016	12.1498	11.5256	10.3966	10.4476	10.4555	9.258	10.0136	9.7053	9.8255	9.6171	8.7131	8.5817	8.7733	7.9631	8.7992	9.4609	9.5912	11.3161	10.8701	10.8949	10.7602	10.6966	10.8862	10.5101	10.3214	9.8399	9.5626	9.7076	9.9211	10.6357	10.3091	10.5696	10.5834	10.3624	10.0196	9.8475	10.0849	9.7183	9.2253	10.1815	9.6216	8.9523	10.5366	10.5749	10.5698	9.4954	9.4954	10.2383	9.4431	9.4431	9.5096	9.5828	9.5828	10.3981	9.8049	10.2149	10.4595	9.1419	9.9955	9.5229	9.8677	9.7396	10.0503	10.5394	10.6092	10.3969	10.7395	10.8447	10.8324	10.7667	10.6539	9.687	11.0558	10.9648	10.516	10.471	10.6848	10.4863	9.6732	9.84	10.4911	10.8274	10.9125	10.802	9.6511	10.6221	10.1746	10.0242	9.9604	10.4333	10.2746	10.6009	10.4975	10.894	9.8069	10.2399	10.2661	10.212	9.8193	10.2255	10.5027	10.4046	11.0615	10.0803	9.8112	10.3603	9.9616	10.9945	10.7895	10.4362	10.1021	10.4236	10.413	10.8408	10.4223	10.4979	10.6835
"BSU26810"	8.8278	10.3537	9.7475	9.5233	9.3874	8.6615	8.9154	9.9205	9.2052	9.4444	8.7149	8.8202	8.8679	10.3127	8.9276	8.0553	8.6137	8.9603	8.5949	9.8222	8.7883	9.621	8.7481	9.5154	9.3396	9.8261	8.4957	9.3389	10.3848	10.5348	10.1811	10.0621	10.2131	10.0274	10.5328	11.0901	11.0263	10.5313	10.621	9.8865	9.8555	9.676	10.3572	9.8144	9.9215	10.1099	10.1736	11.1271	9.5149	10.0268	10.8642	9.1632	10.1735	10.9492	9.1046	10.1444	9.9758	10.2206	10.2091	10.2091	10.7747	9.8977	9.8977	10.4579	10.1533	10.1533	10.9455	10.0199	10.4645	11.2502	9.969	12.0457	10.6302	12.4294	10.4575	12.1743	9.6438	10.0636	10.1502	10.5125	10.9552	10.5709	10.3949	10.4071	9.3151	10.6604	10.5802	10.2129	10.1305	10.4162	10.9057	9.7561	9.8637	10.748	10.6031	10.6807	10.4085	9.3978	10.279	10.2368	9.607	9.9953	10.4719	10.5655	10.8537	10.6766	11.0209	10.4831	10.8758	10.3877	9.5139	10.1991	10.61	10.5401	10.8397	11.3917	10.3268	9.6549	10.5871	9.9653	11.3548	11.1467	11.1631	10.2455	11.2582	10.9904	10.9597	10.7473	10.6112	10.3805
"BSU26820"	14.6114	13.5072	14.3532	13.7074	13.4108	12.7996	14.4672	13.4173	14.3703	13.6886	13.3554	12.8194	14.6237	13.7339	14.547	13.2827	13.1763	13.0534	11.5151	11.6974	12.0656	11.2013	12.1168	9.0383	10.5799	10.5496	8.0292	10.3119	9.9179	10.2618	12.9603	12.9048	13.1408	13.2443	13.2063	13.1181	13.1013	13.3004	14.0799	14.1417	13.776	13.6006	14.2766	13.7843	13.8717	13.6143	12.2627	14.1782	10.848	11.818	13.746	9.9297	12.6927	13.4183	9.5984	13.0122	13.1109	12.883	13.4477	13.4477	13.6083	13.4885	13.4885	13.883	13.1142	13.1142	14.1771	13.1475	14.4685	14.1592	13.3342	13.7576	13.617	13.8837	13.6947	13.7584	11.617	11.7592	11.5051	11.6004	11.7717	11.7111	11.6541	12.185	11.4498	11.5591	11.6214	11.5	11.3375	10.8335	10.8428	10.3912	10.2913	11.7767	11.838	11.9075	12.1206	10.9553	11.5327	11.1022	11.3616	11.0217	11.6474	11.8566	12.1575	11.734	11.8307	10.7068	11.1523	10.8866	12.136	11.4808	12.0158	11.4493	11.2222	11.5585	10.6632	10.418	11.0889	11.2248	12.2721	11.6812	11.1917	10.2484	10.9352	10.6021	11.2748	11.123	11.6151	11.839
"BSU26830"	7.1232	8.1321	12.6373	12.3842	12.7869	12.0006	7.5449	7.9692	12.7345	13.0145	12.6825	12.3121	7.6391	8.1195	12.4459	11.9224	12.4017	12.6294	9.0667	9.2539	9.5578	9.259	9.8439	8.3536	8.1632	8.1884	7.8113	8.1782	8.8603	8.616	8.5887	8.5618	8.6929	8.9473	9.6355	10.033	10.6338	11.6519	7.8909	7.5671	7.925	8.1243	7.8749	7.6457	7.882	7.5493	14.8699	15.8112	7.3695	14.7793	15.4804	10.9663	15.4892	15.3566	10.866	7.8373	7.6276	7.5899	8.1096	8.1096	7.6021	7.7336	7.7336	7.9104	8.1425	8.1425	7.7386	7.7476	7.7128	7.7465	8.0046	7.9364	8.0747	8.2797	7.9399	7.9606	8.2272	7.732	7.6822	7.7785	7.9052	8.2099	7.8034	8.0533	8.2047	8.2983	7.6252	7.4888	7.5596	7.8886	7.8365	7.3105	7.5648	8.3719	7.5953	7.9495	7.8017	7.3303	7.7151	7.8575	8.0756	7.9475	8.2561	8.6134	7.8589	7.9809	8.0592	7.817	8.1529	8.0066	7.7025	7.2139	7.6733	7.571	7.8031	8.7418	7.9311	7.6898	7.9358	7.4422	8.2354	8.1995	8.2381	7.8941	8.282	8.4127	8.4539	8.2029	7.9597	7.6454
"BSU26850"	8.2431	7.2537	8.0351	8.1279	8.6586	8.3925	8.0481	7.2708	7.5156	7.7818	8.4186	8.5581	8.3584	7.1346	7.537	8.2852	8.1197	8.5811	8.1028	8.8081	8.3403	8.7016	8.1699	7.578	7.4424	7.3244	7.5053	7.5461	8.3722	8.3336	7.8675	8.0219	7.8594	7.7598	7.6493	7.7582	7.504	7.435	8.1109	7.9016	8.0186	8.2102	8.2845	7.8676	8.1082	7.8404	8.0906	8.5172	8.2117	7.9097	8.153	8.0883	8.2676	8.4566	7.9966	7.9283	7.7134	7.6729	7.9413	7.9413	7.9206	7.9832	7.9832	8.2173	8.0634	8.0634	8.1567	8.0551	8.3786	8.23	8.0318	8.1923	7.9476	8.0454	8.043	7.7431	8.2022	7.7557	7.4132	7.7202	7.5382	7.8289	7.5364	7.8438	8.2547	7.9329	7.3864	7.185	7.2749	7.5712	7.5362	6.898	7.5221	8.0872	7.1001	7.5532	7.3639	7.0582	7.2815	7.5473	7.85	7.7469	7.7361	8.343	7.6675	7.8803	7.7925	7.4599	7.6124	7.6686	7.7093	7.1354	7.3107	7.2748	7.4391	8.238	7.5288	7.4703	7.629	7.171	7.8105	7.7626	8.0071	7.9158	7.7284	7.6937	7.8823	7.9553	7.5799	7.4823
"BSU26860"	9.9364	11.062	10.0847	9.8465	9.8453	9.0215	10.1852	10.9756	10.1629	10.0638	9.3384	9.0222	9.865	11.0786	9.6266	8.9362	9.105	9.1592	8.2121	9.0324	8.6731	8.9664	8.5846	8.4225	8.9137	8.524	7.7363	9.0538	8.737	8.8707	10.1072	9.9538	9.8152	9.7622	9.5966	9.7188	9.5503	10.1947	9.4081	9.575	9.4037	9.2515	9.7418	9.1724	9.4095	9.2188	9.659	10.2717	8.7753	9.5256	10.1038	8.4677	9.5349	10.081	8.3847	10.017	9.8891	9.9447	9.0506	9.0506	9.1063	9.8521	9.8521	9.4917	9.7723	9.7723	10.0124	9.3975	10.9671	10.0432	9.2428	9.778	9.7278	10.0413	9.5279	9.942	9.4658	9.5655	9.4252	9.2003	9.3877	9.3603	9.3203	9.6811	9.0278	9.9858	10.0111	9.6491	9.2093	8.88	9.1298	8.4969	8.6718	9.4706	9.6131	9.9049	9.5631	8.4572	8.951	8.8427	9.0178	8.9953	9.4321	9.4373	10.321	9.4382	9.5121	8.7625	9.1613	9.186	9.4227	9.6258	9.9875	9.2652	9.0092	9.9543	8.956	8.6549	9.2565	8.8167	10.6458	10.1287	9.2877	8.8849	9.311	9.5391	9.9204	9.2987	9.8341	9.82
"BSU26880"	6.8038	7.2735	7.7506	7.9828	8.2878	7.7211	7.0356	7.3254	7.2137	7.8177	7.8066	7.9849	7.2402	7.133	7.0228	7.5958	7.6201	8.0353	7.945	8.7482	8.1787	8.6137	8.0693	7.4907	7.4061	7.1783	7.4464	7.4119	8.3638	8.2267	7.4965	7.6246	7.3759	7.3296	7.1925	7.0229	6.9073	6.9288	7.6635	7.4062	7.7457	8.0358	7.7719	7.5164	7.8863	7.6778	7.1858	7.7551	7.3936	7.2147	7.2977	7.415	7.4485	7.8226	7.4774	7.4022	7.1927	7.194	7.1739	7.1739	7.2457	7.5506	7.5506	7.0816	6.7835	6.7835	6.9396	7.4316	7.303	6.8814	7.0469	7.2315	7.1788	7.4797	6.7973	6.9956	7.8587	7.2931	7.1969	7.2851	7.2449	7.3883	7.1962	7.4202	7.8489	7.8254	7.2062	7.0062	7.0618	7.3831	7.3171	6.7151	7.2813	7.8887	7.0848	7.6021	7.2977	6.9722	7.2342	7.5131	7.8646	7.6394	7.7897	8.2611	7.1997	7.4284	7.2862	7.1887	7.3197	7.3902	7.4371	6.77	6.9489	6.6796	6.9895	7.7942	7.154	7.1558	7.2488	6.738	7.2989	7.449	7.6021	7.5591	7.2732	7.2594	7.382	7.4668	7.1033	7.1806
"BSU26890"	13.8996	12.0934	13.9924	13.4959	11.9788	12.2145	13.1407	11.7761	13.4503	12.1822	12.6165	12.1296	13.7305	11.954	14.4371	12.5559	12.1511	12.3949	11.2671	11.3985	11.878	11.1092	11.8828	8.4582	8.5959	8.7635	7.6781	8.4005	9.3098	9.5804	11.6581	11.6917	11.8594	11.9794	12.2688	12.5058	12.1318	12.0443	13.3209	13.0104	12.9438	12.8248	13.1027	12.6227	12.7713	12.5696	10.0371	9.9656	9.8591	9.7893	9.7865	9.2515	9.4924	9.5352	8.8087	11.0524	11.0543	10.9937	9.7828	9.7828	13.4015	12.6636	12.6636	10.935	9.8741	9.8741	13.5173	12.8247	13.8497	13.3745	9.7731	10.0378	9.7954	9.7114	10.7444	10.003	9.861	9.7904	9.5442	10.4285	10.5247	10.6013	10.5683	11.2166	10.7511	9.3744	9.3064	9.157	9.4125	9.4132	9.6355	8.7417	9.0351	10.5503	9.7239	9.8478	10.1631	9.2511	10.1274	10.1201	10.2369	9.991	10.5585	11.3629	9.7234	9.9497	10.2985	9.5405	9.81	9.6647	10.0288	8.8155	9.2197	9.4392	9.5744	10.3684	9.4636	9.0918	9.5447	9.7277	9.6592	9.3431	9.3969	9.3497	9.6909	9.4744	9.8942	9.7723	10.0121	9.6727
"BSU26900"	11.012	11.8133	12.622	12.1779	12.2543	11.9744	11.1533	11.977	12.4776	12.1005	12.2093	12.4133	11.1291	11.7492	12.8544	11.6564	12.3328	12.0596	10.973	11.3763	11.4435	11.0379	11.5263	10.2436	10.6154	10.9661	8.7526	10.6118	10.1935	10.5595	12.7203	12.4358	12.3017	12.1765	11.8194	11.8739	11.6676	11.8797	12.6553	12.2631	12.4974	12.0971	12.8721	12.5679	12.5992	12.6215	11.533	12.2164	11.1211	11.3561	12.1064	10.5165	11.5587	11.9674	10.5074	11.8247	11.8923	11.7923	11.6633	11.6633	12.0173	11.3936	11.3936	11.6691	11.314	11.314	12.1921	11.2492	12.7001	12.2527	11.7529	11.5983	11.7204	11.532	11.9707	11.6667	11.9068	12.0261	11.8935	12.164	12.2913	12.5106	12.2335	12.0421	11.1064	12.2232	12.0764	12.1131	12.1204	12.349	12.2873	11.6346	11.4677	12.098	12.1361	12.2025	12.4541	11.2825	12.3583	11.9817	12.2099	11.4169	11.566	11.816	11.9361	11.9685	12.1938	11.6305	11.9471	11.7861	11.1821	11.3891	11.7999	11.8768	12.1208	12.4327	11.7686	11.3602	11.8959	11.584	12.4774	12.5041	12.1241	11.999	12.376	12.106	12.2424	11.6762	11.9527	11.7727
