"S0_1"	"S1_1"	"S2_1"	"S3_1"	"S4_1"	"S5_1"	"S0_2"	"S1_2"	"S2_2"	"S3_2"	"S4_2"	"S5_2"	"S0_3"	"S1_3"	"S2_3"	"S3_3"	"S4_3"	"S5_3"	"S6_4"	"S7_4"	"S6_5"	"S7_5"	"S6_6"	"G135_1"	"G150_1"	"G150_2"	"G135_3"	"G150_3"	"C30_1"	"C30_2"	"T.5.40H_1"	"T.4.40H_1"	"T.3.40H_1"	"T.2.40H_1"	"T.1.40H_1"	"T.1.10H_1"	"T.0.40H_1"	"T0.0H_1"	"T0.30H_1"	"T1.0H_1"	"T1.30H_1"	"T2.0H_1"	"T2.30H_1"	"T3.0H_1"	"T3.30H_1"	"T4.0H_1"	"BMM_1"	"Heat_1"	"Cold_1"	"BMM_2"	"Heat_2"	"Cold_2"	"BMM_3"	"Heat_3"	"Cold_3"	"SMM_1"	"SMM_2"	"SMM_3"	"Mt0_1_dupl01"	"Mt0_1_dupl02"	"M0t45_1"	"Mt0_2_dupl01"	"Mt0_2_dupl02"	"M0t45_2"	"Mt0_3_dupl01"	"Mt0_3_dupl02"	"M0t45_3"	"M40t45_1"	"M40t45_2"	"M40t45_3"	"dia0_1"	"dia5_1"	"dia0_2"	"dia5_2"	"dia0_3"	"dia5_3"	"GM.0.2_1"	"GM.0.1_1"	"GM.5_1"	"GM.15_1"	"GM.25_1"	"GM.45_1"	"GM.60_1"	"GM.90_1"	"GM.120_1"	"GM.0.2_2"	"GM.0.1_2"	"GM.5_2"	"GM.10_2"	"GM.15_2"	"GM.25_2"	"GM.45_2"	"GM.60_2"	"GM.90_2"	"GM.0.2_3"	"GM.0.1_3"	"GM.5_3"	"GM.10_3"	"GM.15_3"	"GM.25_3"	"GM.45_3"	"GM.60_3"	"GM.90_3"	"GM.120_3"	"MG.0.1_1"	"MG.5_1"	"MG.10_1"	"MG.15_1"	"MG.25_1"	"MG.45_1"	"MG.120_1"	"MG.0.1_2"	"MG.0.2_2"	"MG.t5_2"	"MG.10_2"	"MG.15_2"	"MG.25_2"	"MG.45_2"	"MG.60_2"	"MG.90_2"	"MG.0.1_3"	"MG.0.2_3"	"MG.5_3"	"MG.10_3"	"MG.15_3"	"MG.25_3"	"MG.45_3"	"MG.60_3"	"MG.90_3"	"MG.120_3"
"BSU26910"	8.2153	9.604	9.6082	9.8651	10.4459	10.6771	8.3364	9.5953	9.1849	10.138	10.3312	11.1593	8.5365	9.5912	9.1465	10.2406	9.8612	11.0653	10.7997	11.2274	11.3401	10.8244	11.3188	7.9507	8.0296	8.407	7.6739	8.2077	9.0448	9.013	9.646	9.4138	9.2295	9.0087	8.8057	8.8987	8.7035	8.6664	9.8901	9.4924	9.5101	9.4314	9.9017	9.4262	9.7421	9.6874	9.0902	9.5712	9.1365	8.8017	9.316	8.7812	8.9385	9.2473	8.4742	9.0761	8.977	9.1123	8.3609	8.3609	8.5928	8.2429	8.2429	8.3545	8.1567	8.1567	8.8067	8.3832	8.7877	8.8173	8.1731	8.0551	8.3809	8.1899	8.6119	8.0221	9.1314	9.078	8.7986	9.3212	9.3932	9.5152	9.2914	9.2975	8.6999	9.606	9.4154	9.2005	9.1619	9.1851	9.1729	8.3528	8.5057	9.2051	9.2145	9.2524	9.3137	8.3893	9.0708	8.7821	8.9824	8.6471	9.1144	9.0849	9.0792	9.1839	9.6139	8.7892	9.0637	8.9154	8.5802	8.292	8.8453	8.9713	9.324	9.8694	8.9382	8.4776	8.834	8.5537	9.5149	9.1436	9.0898	8.7814	9.4385	9.2474	9.4367	9.0137	9.1162	8.9732
"BSU26920"	11.4112	11.5926	12.036	12.028	12.2475	11.7998	11.1047	11.5874	12.1804	12.0254	11.9974	11.7216	11.1881	11.4216	11.8715	11.8265	11.7184	11.8821	10.7963	11.1451	11.3982	10.7354	11.4695	7.9075	8.2428	8.2778	7.6117	8.0847	9.4913	9.7831	10.9582	10.7565	10.8034	10.4612	10.4767	10.7791	10.3652	10.3664	10.6481	10.7943	10.0657	9.9213	10.629	10.2471	10.3472	10.3709	10.1635	10.3544	9.9159	9.8273	9.9683	9.3149	9.7199	9.8678	9.0575	10.4162	10.3206	10.4091	9.0715	9.0715	9.7054	8.8251	8.8251	9.717	9.1826	9.1826	10.0338	9.551	9.8603	10.1281	8.9723	9.3118	9.1916	9.3998	9.2513	9.0949	10.0344	10.2088	9.953	10.0447	10.1366	9.9835	10.0573	10.1131	9.3365	9.8606	10.3698	10.0005	9.9782	9.6116	9.5465	8.6899	8.8402	9.984	9.9937	10.1946	10.1442	9.0805	9.5908	9.6274	9.0916	9.2333	9.313	9.8063	9.7229	9.9372	10.0165	9.3648	9.6969	9.838	9.9556	8.8424	9.5595	9.4239	9.6169	9.9895	9.4347	9.0948	9.6042	9.0534	9.9585	9.5667	9.3672	8.9287	9.8583	9.6804	10.0382	9.5408	9.7282	10.1195
"BSU26930"	11.2767	11.6031	12.1652	11.6582	12.2429	11.6111	11.1761	11.4509	12.1486	11.9296	11.9414	12.0401	11.3362	11.6007	11.9491	12.0382	11.9194	11.973	10.8158	10.9196	11.3032	10.658	11.3996	7.8124	8.2374	8.4004	7.6035	8.1763	9.4489	9.6808	11.202	11.0883	10.975	10.7026	10.7015	10.7802	10.3979	10.3983	10.6232	10.846	10.3386	10.3393	11.1459	10.6294	10.8062	10.6428	9.9699	9.9505	10.0262	9.8601	9.5917	9.2681	9.7656	9.6069	9.1544	10.415	10.2195	10.3777	9.0236	9.0236	9.6525	8.9944	8.9944	9.6299	9.0179	9.0179	9.8883	9.5069	9.9017	10.1261	8.8853	9.2273	9.2939	9.4635	9.306	9.0784	10.32	10.564	9.8198	10.4544	10.0119	10.0901	10.0382	10.2455	9.5693	10.3259	10.2161	10.0342	10.0101	9.6996	9.4607	8.4636	8.7122	10.0297	9.9436	10.0205	10.1768	9.1121	9.8046	9.3331	9.0695	8.9935	9.467	9.8407	9.9334	9.9357	9.9821	9.1757	9.4869	9.6536	10.0293	8.7853	9.4318	9.5355	9.7585	10.2935	9.5093	9.2919	9.4311	9.3161	10.0281	9.4204	9.467	8.8953	9.6843	9.5032	9.9777	9.6645	9.6799	10.0046
"BSU26940"	9.7863	10.0291	9.9328	9.815	10.1364	9.9337	9.8818	9.7465	9.8582	9.6677	9.9443	10.1966	10.1927	10.0232	10.1889	9.6946	9.9197	10.2623	9.7597	10.4696	9.9078	10.5764	10.0257	8.4064	8.1536	8.09	7.6182	7.9665	9.0361	8.9392	9.9067	9.5994	9.7581	9.4786	9.2984	9.5478	9.5001	9.4156	10.0359	9.5541	9.5088	9.2263	9.6339	9.3216	9.6068	9.417	9.1303	9.3389	9.9445	8.9139	9.0139	9.6508	9.1232	9.1364	9.3135	9.7643	9.606	9.641	9.2066	9.2066	10.229	9.6607	9.6607	9.8033	9.0232	9.0232	10.6328	10.9586	12.1822	11.5239	9.3213	9.614	9.6485	9.4192	9.6436	9.0897	9.4819	9.4211	9.5148	9.5705	9.8798	9.9084	9.7162	9.8317	9.0425	9.902	9.5248	9.3577	9.324	9.4807	9.7031	8.8365	9.1953	9.6929	9.5087	9.7626	9.5322	8.5326	9.4807	9.5228	9.1066	9.3263	9.6419	9.7423	9.6365	9.7874	9.9085	9.3464	9.7507	9.8995	8.9594	9.0761	9.2612	9.3762	9.6692	10.4611	9.4413	8.9611	9.5488	9.0109	10.1432	10.0384	9.7638	9.3473	10.0119	9.9137	9.974	9.5716	9.8036	9.6102
"BSU26950"	6.7218	7.0861	7.7584	8.2968	13.141	13.9657	7.0095	6.9986	7.2474	8.8533	13.029	14.214	7.3521	6.9049	7.0092	13.0048	12.553	14.369	12.6677	13.2854	13.2859	13.1794	13.4318	7.5654	7.4662	7.1297	7.4353	7.4144	8.9623	8.8686	9.4322	8.4147	7.5107	7.1107	7.0106	6.7569	6.6223	6.6643	7.7129	7.2672	7.8055	7.9787	7.6799	7.4482	8.2767	9.1439	7.0431	8.695	7.1774	7.0936	8.5109	7.3476	7.9764	8.9009	7.4005	7.3297	7.2557	7.4058	7.1666	7.1666	7.1212	7.517	7.517	7.0233	6.5506	6.5506	6.7976	7.3178	7.2137	6.6506	6.9106	7.1953	7.0915	7.362	6.6044	6.8098	7.6747	7.0022	7.0031	6.9355	6.9947	7.1748	6.7233	7.0882	7.7425	7.6233	6.9658	6.7238	6.7067	7.1608	7.0327	6.5162	7.0376	7.7599	6.6864	7.3993	7.1321	6.7243	7.0384	7.3188	7.7856	7.4139	7.5902	8.1598	6.9808	7.3179	7.1445	7.1887	7.1958	7.1344	7.3303	6.4699	6.7579	6.681	6.9493	7.7086	7.0854	6.8346	7.186	6.5857	7.1148	7.3796	7.4986	7.4165	7.0908	7.1555	7.0989	7.349	6.8171	6.9965
"BSU26960"	6.6873	6.8533	7.4294	7.8984	12.1072	13.1698	6.8776	6.9151	6.8952	8.369	12.4787	13.5038	7.0987	6.7446	6.8421	12.4686	11.984	13.7457	11.969	12.4367	12.616	12.4564	12.7464	7.1645	7.2352	6.926	7.3981	7.1808	8.1606	7.9852	8.6106	7.7959	7.3808	7.0153	6.9121	6.6865	6.5204	6.6122	7.582	7.3333	7.5582	7.9552	7.4682	7.424	8.0437	8.5531	6.8737	8.1674	6.9748	6.9566	7.8551	7.1544	7.462	8.2432	7.2186	7.2006	7.0766	7.125	7.0358	7.0358	7.0089	7.491	7.491	6.6935	6.5605	6.5605	6.7009	7.2458	7.0887	6.5601	6.9155	7.0611	7.0046	7.2648	6.5012	6.5312	7.708	7.1475	6.8279	6.9642	6.851	7.1119	6.7005	7.007	7.8671	7.4895	6.7401	6.492	6.5699	7.1507	6.9454	6.5234	6.9697	7.662	6.6007	7.2388	6.922	6.8473	6.8734	7.2095	7.7689	7.4126	7.5223	8.1318	6.9608	7.2279	6.9326	7.0902	7.1144	7.0285	7.2422	6.444	6.5578	6.4431	6.7807	7.5824	6.9046	7.0691	7.0412	6.3579	6.8957	7.212	7.4352	7.3923	6.9766	6.9403	6.9855	7.276	6.6818	6.803
"BSU26970"	6.7771	6.9801	7.537	8.301	12.5664	13.6974	7.0312	7.0458	6.9924	8.6579	12.8164	13.8231	7.1515	6.7988	6.9319	12.6687	12.2828	13.996	12.5801	12.9881	13.1564	12.932	13.3111	7.5241	7.3118	7.0211	7.4599	7.2925	8.3563	8.327	8.9462	8.1296	7.418	7.2186	7.0327	6.8402	6.8115	6.8522	7.7887	7.5429	7.7681	7.9536	7.5328	7.5116	8.0694	8.8358	7.061	8.2885	7.1885	7.0363	8.1762	7.2054	7.7503	8.3972	7.3031	7.3894	7.175	7.4161	7.0749	7.0749	7.0488	7.5188	7.5188	6.8421	6.6472	6.6472	6.8431	7.3365	7.2007	6.7043	6.983	7.1574	6.9896	7.2453	6.6363	6.7264	7.751	7.2887	6.9878	7.1643	7.0077	7.2887	6.9485	7.1873	7.9518	7.5979	6.9009	6.7604	6.7454	7.199	7.0931	6.5649	7.2397	7.7432	6.7895	7.4473	7.1073	6.817	6.9725	7.2934	7.6928	7.5399	7.5514	8.1409	7.0919	7.3378	7.1571	7.1993	7.2278	7.2628	7.2941	6.6679	6.765	6.6041	6.9056	7.7417	7.1351	7.0423	7.0782	6.5969	7.114	7.3007	7.5229	7.5533	7.1287	7.1013	7.1778	7.3566	6.8944	6.9755
"BSU26980"	6.824	7.1169	7.6	8.2402	12.3858	13.6997	7.1074	7.1403	6.9518	8.5843	12.9184	13.8718	7.2611	6.8844	7.1016	12.7103	12.357	13.8538	12.5177	12.7956	12.9401	12.6291	13.2397	7.354	7.349	7.068	7.484	7.2689	8.0818	7.9346	8.6117	8.1041	7.4177	7.2243	7.0833	6.9169	6.8034	6.8127	7.8016	7.5105	7.8105	8.1013	7.5249	7.5395	7.9912	8.6301	7.0987	8.3841	7.2081	7.1252	8.1922	7.3534	7.7845	8.5225	7.3312	7.4046	7.2039	7.364	7.0608	7.0608	7.1546	7.5397	7.5397	6.8822	6.6602	6.6602	6.9151	7.3551	7.2271	6.7707	7.0256	7.3044	7.102	7.4099	6.7298	6.874	7.678	7.1702	7.1508	6.9813	7.0182	7.1362	6.9788	7.1056	7.9236	7.6081	6.9024	6.6615	6.7933	7.1749	7.0836	6.5774	6.9666	7.7551	6.8302	7.434	7.1698	6.8499	6.9751	7.2828	7.7402	7.4065	7.6781	8.1617	7.0052	7.2755	7.1466	7.2419	7.2526	7.2387	7.2842	6.576	6.774	6.6467	6.8792	7.7753	6.9374	6.9353	7.0531	6.5633	7.1024	7.4003	7.503	7.3322	7.1646	7.2406	7.2062	7.3374	6.9302	7.0653
"BSU26990"	6.878	7.2674	7.6903	9.3946	12.4678	13.652	7.0746	7.3582	7.2259	9.7644	12.9883	13.9525	7.3391	7.1305	7.4702	12.824	12.5594	14.0148	12.6589	13.0064	13.0725	12.7787	13.5074	7.2972	7.3103	7.0095	7.4724	7.2839	8.0925	7.9815	8.8198	8.2226	7.5106	7.3669	7.118	6.9766	6.9368	7.0573	7.8026	7.5391	7.8342	8.061	7.7917	7.6764	8.2989	8.852	7.1621	8.3825	7.2343	7.1249	8.1584	7.3469	7.7843	8.4946	7.3831	7.4187	7.2403	7.4948	7.1722	7.1722	7.1513	7.5635	7.5635	6.962	6.6908	6.6908	7.0137	7.3846	7.3837	6.882	7.0805	7.2327	7.1034	7.3578	6.7439	6.8616	7.7819	7.2431	7.1908	7.1729	7.0907	7.4531	7.0109	7.2975	7.7971	7.6433	6.9069	6.887	6.9009	7.1868	7.0827	6.7284	7.1807	7.7682	6.8415	7.4875	7.2142	6.8622	7.1922	7.4038	7.823	7.5571	7.6502	8.2137	7.1287	7.4331	7.2359	7.2588	7.3405	7.3004	7.3251	6.753	6.8245	6.7293	6.9593	7.7791	7.0978	6.972	7.1986	6.6939	7.2288	7.5072	7.6007	7.6517	7.2817	7.1878	7.1833	7.3941	6.9175	7.0795
"BSU27000"	8.6161	8.9283	8.4264	8.4366	9.1825	9.1324	8.7993	8.889	8.1792	8.4215	8.9954	9.655	8.9986	8.8447	8.386	8.7743	8.7817	9.5934	9.6281	10.1098	9.9806	10.3351	9.8508	8.6714	8.623	9.032	7.9104	8.869	8.8439	8.8937	9.001	8.7915	8.7105	8.588	8.521	8.6069	8.5697	8.3456	8.781	8.412	8.5979	8.7089	8.8764	8.5615	8.8628	8.75	8.8281	9.3737	8.7613	8.544	9.2675	8.3636	9.342	9.3444	8.1695	8.6788	8.5754	8.6219	9.2957	9.2957	9.0655	8.4498	8.4498	8.9945	9.2716	9.2716	9.2241	8.7387	9.1917	9.1981	9.151	10.4008	9.0783	10.799	9.2773	10.9536	8.71	8.4506	8.4386	8.6354	8.6779	8.906	8.7803	8.7503	8.5038	9.1125	8.4751	8.5751	8.6605	8.7363	8.725	8.0181	8.7292	8.8988	8.3863	8.6279	8.6595	7.8695	8.5742	8.7003	8.7019	8.6671	8.7069	8.9859	8.6612	8.8364	8.7687	8.3127	8.7361	8.9285	8.2625	8.109	8.4541	8.5093	8.5508	9.3499	8.567	8.2585	8.6113	8.0193	9.1154	9.0487	8.6926	8.7995	9.087	9.022	9.0887	8.7934	8.8389	8.4921
"BSU27009"	6.6777	7.2114	7.5722	7.915	8.8721	10.0465	6.9606	7.1709	6.913	7.5129	8.549	9.7005	7.237	6.9081	6.8913	8.2669	8.1683	9.6559	9.2064	9.6262	9.6096	9.4618	9.6332	8.1025	7.7965	7.8575	7.6902	8.0539	8.4144	8.4113	7.2594	7.3538	7.294	7.2178	7.114	7.0035	6.8389	6.7776	7.6361	7.3562	7.7679	7.9249	7.6541	7.493	7.7533	7.693	7.3133	8.079	7.1554	7.2528	7.8376	7.2981	7.4504	8.0314	7.3744	7.2612	7.1324	6.9834	7.7356	7.7356	7.3232	7.5192	7.5192	7.2934	7.3942	7.3942	7.1761	7.4757	7.2281	7.2294	7.3948	9.0186	7.5132	9.8629	7.1061	10.0945	7.56	7.1705	7.1778	7.0235	7.0877	7.2361	7.003	7.3273	7.6691	7.5497	6.9575	6.8076	6.9072	7.2578	7.091	6.5332	7.0572	7.7604	6.7465	7.4108	7.0834	6.7618	6.9963	7.1238	7.8357	7.5587	7.7053	8.1743	7.0695	7.3495	7.217	7.229	7.2963	7.3327	7.2706	6.4923	6.7075	6.7585	7.0195	7.7639	7.0512	7.0744	7.2804	6.6121	7.2792	7.4703	7.5311	7.5359	7.2114	7.3889	7.456	7.5008	7.1134	7.083
"BSU27010"	8.296	8.2217	8.2107	8.6046	9.163	9.1244	8.3939	8.1023	8.0276	8.6852	8.9947	9.2575	8.4663	8.3227	7.9471	8.8183	8.6285	9.3381	8.7676	9.2186	9.1548	9.0736	9.0504	8.5077	8.5541	8.7227	7.8162	8.5366	8.5998	8.7555	8.6137	8.497	8.3764	8.206	8.1916	8.3825	8.1646	8.1455	8.9537	8.6072	8.5664	8.5439	8.7481	8.2545	8.5497	8.4219	8.5533	9.4923	8.2251	8.3804	9.1852	7.7974	9.0016	9.2343	7.6666	8.4436	8.4083	8.4884	8.8334	8.8334	8.7459	8.5425	8.5425	8.991	8.9581	8.9581	9.1258	8.7023	9.2899	9.2781	8.7322	9.5578	8.8461	10.0626	8.9639	10.2204	8.5514	8.3543	8.1093	8.5215	8.561	8.6519	8.5567	8.665	8.5044	8.5598	8.4395	8.4652	8.4721	8.4896	8.4928	7.8621	8.0225	8.5174	8.2053	8.3576	8.3837	7.7965	8.1981	8.2018	8.367	8.1663	8.3762	8.5923	8.6105	8.6698	8.791	8.2119	8.507	8.3894	7.9724	7.8995	8.3092	8.3724	8.5736	9.0477	8.3566	8.2154	8.3893	7.9872	8.9505	8.5523	8.47	8.4844	8.7826	8.8214	9.0895	8.6071	8.5965	8.2806
"BSU27020"	10.9383	11.5772	10.9679	10.6546	10.661	10.7595	11.0023	11.4821	10.8077	10.5066	10.5431	11.236	10.8114	11.5424	11.0399	9.9178	10.6002	11.097	10.1671	10.6253	10.7424	10.3301	10.873	11.1927	11.1988	11.6545	9.8926	10.748	9.2197	9.7525	11.7723	11.7756	11.8812	11.8639	12.1164	12.2751	12.1906	12.127	11.1739	10.3282	10.2546	10.3482	11.6751	11.4076	11.5471	12.057	11.2547	13.1693	9.6399	11.0244	12.9995	9.5219	11.5661	12.3493	9.35	11.4358	11.4002	11.3944	12.5995	12.5995	12.6242	11.6971	11.6971	12.5719	12.1487	12.1487	12.9917	12.1351	13.0366	13.1158	11.9254	14.9317	11.9817	15.3118	11.6515	15.202	10.8565	10.9768	10.9327	11.1165	11.4292	11.4773	11.3913	11.5808	10.5319	11.761	11.4084	11.638	11.3443	11.2018	11.3131	10.5747	10.3745	11.2249	11.2435	11.2632	11.5216	10.3172	10.8199	10.4743	11.0044	10.5469	11.1817	10.8493	11.4603	11.6017	11.9451	11.2202	11.6154	11.5184	10.9381	10.442	11.1131	11.3	11.5946	12.3262	11.4671	11.125	11.3768	10.9254	11.894	11.118	11.3943	10.8785	11.7936	11.7494	11.9552	11.5708	11.7055	11.2067
"BSU27030"	9.1897	8.5001	8.912	8.7383	10.0736	9.7868	9.1998	9.0071	8.9223	8.7055	10.0237	10.1395	9.4435	9.0645	8.7857	9.5605	9.7016	10.1052	9.2396	9.5483	9.7905	9.3854	9.7233	7.3741	7.9887	7.7108	7.4004	7.8957	8.2995	8.1642	9.0561	9.1399	9.1735	9.0779	9.1463	9.6988	8.9205	9.2509	11.6297	9.3552	9.2607	9.0412	9.1569	8.544	8.803	8.4828	7.3327	7.5143	7.5288	7.2927	7.1925	7.3317	7.4592	7.5607	7.3592	7.6757	7.4951	7.5098	8.9581	8.9581	8.1257	10.4299	10.4299	8.9078	9.3549	9.3549	9.8068	8.2672	11.403	9.9524	8.0701	8.398	8.2547	9.0008	8.0929	8.9272	10.1194	9.9656	9.4871	9.4189	8.9595	8.4976	8.0998	8.0996	8.3565	10.3575	10.2615	9.9061	9.7679	9.115	8.7174	7.4516	7.7454	8.0798	9.3369	9.5306	9.3568	8.1721	8.4065	8.03	8.2563	8.0114	7.9705	8.3286	8.6372	8.0151	7.4115	7.1927	7.1419	7.5324	7.868	8.0208	8.3204	7.7473	7.3914	7.8737	7.17	7.3278	7.5814	7.2326	9.295	8.8741	8.1063	8.0446	7.3352	7.2726	7.6437	7.6902	7.7973	7.9091
"BSU27040"	10.0289	8.7827	9.4379	9.1961	10.2981	10.1563	10.0774	9.3329	9.412	9.2359	9.8852	9.8343	9.9906	9.3647	9.1267	9.6977	10.0285	10.3104	9.1519	9.5559	9.7264	9.25	9.6578	7.5624	8.1572	7.9524	7.4879	7.9017	8.073	8.1473	10.9674	10.9799	10.8837	10.7245	10.7515	11.0107	10.1237	10.267	11.838	9.4647	9.2471	9.0423	9.0917	8.5828	8.8146	8.5971	9.2845	7.983	9.4457	8.9875	7.7401	8.3796	8.9516	7.9598	8.0921	9.0076	8.7822	8.8741	8.9666	8.9666	8.8904	10.4937	10.4937	9.4658	9.7134	9.7134	10.8166	8.9058	11.808	10.9494	8.3895	8.8568	8.7964	9.3	8.5836	9.2059	11.6684	11.6586	11.1808	11.3453	11.0222	10.4137	9.9199	9.8988	9.3085	11.9802	12.0804	11.7407	11.597	11.0274	10.731	9.0255	8.728	9.3345	11.2202	11.3224	10.934	9.6219	10.2796	9.4594	9.5906	9.1743	9.4043	9.2229	9.4168	8.8283	8.2318	7.6337	7.8409	8.1468	8.7306	8.6636	9.0764	8.6142	8.2031	8.6984	7.9344	8.1906	8.9749	8.8198	10.1105	9.355	8.6252	8.2389	8.2445	8.233	9.2022	8.9721	9.6858	9.261
"BSU27050"	9.5897	8.4815	9.2656	8.9203	9.8948	9.4077	9.7649	8.8767	9.1688	8.9459	9.5914	9.4014	9.4742	9.1127	8.9402	9.2572	9.5429	9.832	8.5763	9.0545	9.3546	8.9783	9.2656	7.2912	7.9831	7.6899	7.3914	7.7385	8.031	8.2668	10.7579	10.705	10.6361	10.6034	10.4371	10.933	9.7385	10.1169	10.7195	8.9779	8.8837	8.7146	8.6838	8.2356	8.5603	8.3661	9.0579	7.8403	9.2116	8.7637	7.6048	8.3523	9.0088	7.8736	8.2148	8.9139	8.6558	8.7446	8.9241	8.9241	8.8202	10.5562	10.5562	9.1313	9.3097	9.3097	10.3933	8.7437	11.519	10.4073	8.0949	8.7682	8.3859	9.0953	8.3218	9.0176	11.2938	11.5042	11.0602	11.2005	10.8464	10.139	9.7701	9.5998	9.0446	11.8908	11.8222	11.6281	11.3391	10.8473	10.5559	8.8557	8.6299	9.2559	11.0161	11.363	10.8928	9.6505	10.1219	9.5509	9.5699	9.2321	9.3076	9.2037	9.2591	8.4422	7.9477	7.4824	7.6711	8.0082	8.7272	8.513	9.0191	8.2668	7.978	8.6022	7.7052	7.9879	8.7452	8.7117	9.7157	9.1413	8.5306	8.0173	7.9886	8.0543	9.0774	8.9645	9.6222	9.3242
"BSU27060"	10.4393	9.3835	9.8228	9.5785	10.5593	10.0155	10.366	9.7772	9.8892	9.5509	10.2101	10.044	10.3587	9.8918	9.8191	10.137	10.4467	10.298	9.2548	9.5477	9.8857	9.4059	9.8599	7.4646	8.3239	8.2905	7.4883	8.135	8.2533	8.4002	11.3379	11.3345	11.4089	11.194	11.1035	11.42	10.6577	10.9324	11.247	9.1793	9.1806	8.9256	8.9817	8.4963	8.8721	8.7336	9.6655	7.8559	9.875	9.3652	7.498	8.6757	9.4099	7.8407	8.5205	9.3449	9.152	9.2941	9.4786	9.4786	9.4172	11.276	11.276	9.6917	10.1475	10.1475	11.3549	9.3469	12.3952	11.3455	8.4583	9.5064	8.8614	9.7826	8.9941	9.826	12.1251	12.2753	11.6463	11.9962	11.5935	11.0236	10.5047	10.3131	9.662	12.7091	12.4923	12.2573	12.1933	11.6066	11.314	9.5573	9.2259	9.7279	11.6748	11.7993	11.5593	10.1434	10.9912	10.0987	9.9227	9.64	9.8089	9.3576	9.9403	8.9761	8.3844	7.7521	7.9372	8.6176	9.0382	9.113	9.5997	8.8943	8.4196	8.858	8.166	8.4587	9.228	9.3343	10.5536	9.8825	8.9233	8.4626	8.4381	8.5025	9.733	9.3669	10.2272	9.9645
"BSU27070"	10.37	9.5624	9.9818	9.7566	10.6837	10.2094	10.3977	9.8727	9.9088	9.6444	10.241	10.085	10.3957	9.9032	9.9915	10.0325	10.4139	10.244	9.4677	9.6711	9.8601	9.446	9.9185	7.3686	8.4046	8.0865	7.4283	8.1453	8.2218	8.1202	11.4694	11.4282	11.3851	11.2146	11.1195	11.4192	10.5032	11.0195	11.2608	9.2253	9.1927	8.9865	8.9508	8.5072	8.9205	8.7941	9.56	7.8888	9.7991	9.3559	7.5273	8.9809	9.7366	7.8981	8.7193	9.3518	9.0753	9.3277	9.5147	9.5147	9.393	11.5396	11.5396	9.7713	9.9274	9.9274	11.1849	9.4374	12.6142	11.2887	8.5337	9.5723	8.9346	9.8497	9.0674	9.9694	12.1192	12.1314	11.8081	11.8386	11.6267	10.931	10.5207	10.2641	9.6433	12.7047	12.453	12.3048	12.089	11.7298	11.3979	9.6934	9.3848	9.7609	11.7048	11.8634	11.4829	10.2345	10.9356	10.5136	10.1939	9.8636	10.0727	9.7418	9.832	8.7738	8.212	7.6532	7.9689	8.3921	9.3707	9.2949	9.5896	8.8374	8.3178	8.8612	8.1314	8.4085	9.4695	9.3438	10.5309	10.2213	9.0097	8.3279	8.4912	8.6135	9.623	9.382	10.3209	10.1129
"BSU27090"	8.894	9.701	9.0951	8.9103	9.3188	8.905	9.2701	9.5155	8.5882	8.9913	8.7234	8.9615	8.837	9.5628	8.2402	8.5136	8.5415	9.1687	8.3499	8.7101	8.7076	8.499	8.7562	11.179	10.723	11.6651	9.7999	11.1267	10.0016	10.2472	9.701	9.4667	9.446	9.0619	8.976	8.9406	8.9171	8.6109	8.1522	7.905	8.2832	8.3951	8.5718	8.2426	8.5877	8.4957	9.8354	10.168	8.5524	9.7694	9.733	8.1888	9.8907	9.6136	8.089	9.3008	9.1288	9.2943	10.1939	10.1939	10.1581	8.9902	8.9902	9.7441	11.2359	11.2359	10.5974	9.9727	9.7091	10.9655	9.8957	10.1103	10.5073	9.8339	10.611	10.2424	9.0576	8.9536	10.8627	11.9311	12.192	11.7221	11.5734	11.4664	10.3132	9.4711	9.5916	11.1566	11.4868	11.4302	11.9889	10.7219	10.5447	11.4898	9.3579	9.5601	11.6959	10.7164	11.6063	11.2258	10.6712	10.3961	11.049	10.8977	11.1498	10.8906	11.759	10.594	10.875	10.2448	8.3632	10.2313	10.9815	10.8659	11.174	11.6074	10.4664	10.1123	10.3518	9.3173	11.6607	10.9829	10.9003	10.1533	11.2444	10.9371	11.2537	10.6634	9.7727	8.7202
